Softrondetijd:	Mediumrondetijd:	Hardrondetijd	pitstoptijd	maxpitstops	totale ronden
107.4	107.6	108.2	23.0	2	50
volgorde bandentypes 	 1e pitstopronde 	 2e pitstopronde 	 totale race tijd (hoe kleiner hoe beter) 	 risicofactor
Medium-Hard	30		5694.650000000001	Klapband!
Medium-Hard	31		5695.910000000001	Klapband!
Medium-Hard	32		5697.2300000000005	Klapband!
Medium-Hard	33		5698.610000000001	Klapband!
Medium-Hard	34		5700.14	Klapband!
Medium-Hard	35		5701.820000000001	Klapband!
Medium-Hard	36		5703.650000000001	Klapband!
Medium-Hard	37		5705.630000000001	Klapband!
Medium-Hard	38		5707.760000000001	Klapband!
Medium-Hard	39		5709.990000000002	Klapband!
Medium-Hard	40		5712.3200000000015	Klapband!
Medium-Hard	41		5714.750000000002	Klapband!
Medium-Hard	42		5717.2800000000025	Klapband!
Medium-Hard	43		5719.910000000002	Klapband!
Medium-Hard	44		5722.640000000001	Klapband!
Medium-Hard	45		5725.470000000001	Klapband!
Medium-Hard	46		5728.400000000001	Klapband!
Medium-Hard	47		5731.43	Klapband!
Medium-Hard	48		5734.56	Klapband!
Medium-Hard	49		5737.79	Klapband!
Medium-Hard	50		5741.12	Klapband!
Medium-Soft	1		5864.409999999999	Klapband!
Medium-Soft	2		5864.509999999999	Klapband!
Medium-Soft	3		5864.5599999999995	Klapband!
Medium-Soft	4		5864.5599999999995	Klapband!
Medium-Soft	5		5864.509999999999	Klapband!
Medium-Soft	6		5864.409999999999	Klapband!
Medium-Soft	7		5864.259999999999	Klapband!
Medium-Soft	8		5864.0599999999995	Klapband!
Medium-Soft	9		5863.8099999999995	Klapband!
Medium-Soft	10		5863.509999999999	Klapband!
Medium-Soft	11		5863.159999999999	Klapband!
Medium-Soft	12		5862.759999999999	Klapband!
Medium-Soft	13		5862.3099999999995	Klapband!
Medium-Soft	14		5861.8099999999995	Klapband!
Medium-Soft	15		5861.399999999999	Klapband!
Medium-Soft	16		5860.799999999999	Klapband!
Medium-Soft	17		5860.009999999999	Klapband!
Medium-Soft	18		5859.029999999999	Klapband!
Medium-Soft	19		5857.86	Klapband!
Medium-Soft	20		5856.499999999999	Klapband!
Medium-Soft	21		5854.95	Klapband!
Medium-Soft	22		5853.209999999999	Klapband!
Medium-Soft	23		5851.28	Klapband!
Medium-Soft	24		5849.16	Klapband!
Medium-Soft	25		5846.849999999999	Klapband!
Medium-Soft	26		5844.349999999999	Klapband!
Medium-Soft	27		5841.66	Klapband!
Medium-Soft	28		5838.78	Klapband!
Medium-Soft	29		5835.71	Klapband!
Medium-Soft	30		5832.45	Klapband!
Medium-Soft	31		5829.0	Klapband!
Medium-Soft	32		5825.36	Klapband!
Medium-Soft	33		5821.53	Klapband!
Medium-Soft	34		5817.599999999999	Klapband!
Medium-Soft	35		5813.57	Klapband!
Medium-Soft	36		5809.44	Klapband!
Medium-Soft	37		5805.21	Klapband!
Medium-Soft	38		5800.88	Klapband!
Medium-Soft	39		5796.45	Klapband!
Medium-Soft	40		5791.919999999999	Klapband!
Medium-Soft	41		5787.289999999999	Klapband!
Medium-Soft	42		5782.5599999999995	Klapband!
Medium-Soft	43		5777.73	Klapband!
Medium-Soft	44		5772.799999999999	Klapband!
Medium-Soft	45		5767.7699999999995	Klapband!
Medium-Soft	46		5762.639999999999	Klapband!
Medium-Soft	47		5757.41	Klapband!
Medium-Soft	48		5752.08	Klapband!
Medium-Soft	49		5746.65	Klapband!
Medium-Soft	50		5741.12	Klapband!
Soft-Hard	1		5683.86	Klapband!
Soft-Hard	2		5683.28	Klapband!
Soft-Hard	3		5682.8099999999995	Klapband!
Soft-Hard	4		5682.45	Klapband!
Soft-Hard	5		5682.2	Klapband!
Soft-Hard	6		5682.0599999999995	Klapband!
Soft-Hard	7		5682.03	Klapband!
Soft-Hard	8		5682.11	Klapband!
Soft-Hard	9		5682.299999999999	Klapband!
Soft-Hard	10		5682.599999999999	Klapband!
Soft-Hard	11		5683.01	Klapband!
Soft-Hard	12		5683.53	Klapband!
Soft-Hard	13		5684.16	zeer hoog
Soft-Hard	14		5684.9	Klapband!
Soft-Hard	15		5685.61	Klapband!
Soft-Hard	16		5686.57	Klapband!
Soft-Hard	17		5687.78	Klapband!
Soft-Hard	18		5689.24	Klapband!
Soft-Hard	19		5690.95	Klapband!
Soft-Hard	20		5692.91	Klapband!
Soft-Hard	21		5695.12	Klapband!
Soft-Hard	22		5697.58	Klapband!
Soft-Hard	23		5700.29	Klapband!
Soft-Hard	24		5703.25	Klapband!
Soft-Hard	25		5706.46	Klapband!
Soft-Hard	26		5709.92	Klapband!
Soft-Hard	27		5713.63	Klapband!
Soft-Hard	28		5717.59	Klapband!
Soft-Hard	29		5721.8	Klapband!
Soft-Hard	30		5726.26	Klapband!
Soft-Hard	31		5730.97	Klapband!
Soft-Hard	32		5735.93	Klapband!
Soft-Hard	33		5741.14	Klapband!
Soft-Hard	34		5746.6	Klapband!
Soft-Hard	35		5752.31	Klapband!
Soft-Hard	36		5758.27	Klapband!
Soft-Hard	37		5764.4800000000005	Klapband!
Soft-Hard	38		5770.9400000000005	Klapband!
Soft-Hard	39		5777.600000000001	Klapband!
Soft-Hard	40		5784.460000000002	Klapband!
Soft-Hard	41		5791.520000000002	Klapband!
Soft-Hard	42		5798.7800000000025	Klapband!
Soft-Hard	43		5806.240000000002	Klapband!
Soft-Hard	44		5813.9000000000015	Klapband!
Soft-Hard	45		5821.760000000001	Klapband!
Soft-Hard	46		5829.820000000001	Klapband!
Soft-Hard	47		5838.08	Klapband!
Soft-Hard	48		5846.54	Klapband!
Soft-Hard	49		5855.2	Klapband!
Soft-Hard	50		5864.0599999999995	Klapband!
Soft-Medium	1		5740.7699999999995	Klapband!
Soft-Medium	2		5740.67	Klapband!
Soft-Medium	3		5740.62	Klapband!
Soft-Medium	4		5740.62	Klapband!
Soft-Medium	5		5740.67	Klapband!
Soft-Medium	6		5740.7699999999995	Klapband!
Soft-Medium	7		5740.92	Klapband!
Soft-Medium	8		5741.12	Klapband!
Soft-Medium	9		5741.37	Klapband!
Soft-Medium	10		5741.67	Klapband!
Soft-Medium	11		5742.02	Klapband!
Soft-Medium	12		5742.42	Klapband!
Soft-Medium	13		5742.87	Klapband!
Soft-Medium	14		5743.37	Klapband!
Soft-Medium	15		5743.78	Klapband!
Soft-Medium	16		5744.38	Klapband!
Soft-Medium	17		5745.17	Klapband!
Soft-Medium	18		5746.15	Klapband!
Soft-Medium	19		5747.32	Klapband!
Soft-Medium	20		5748.679999999999	Klapband!
Soft-Medium	21		5750.23	Klapband!
Soft-Medium	22		5751.969999999999	Klapband!
Soft-Medium	23		5753.9	Klapband!
Soft-Medium	24		5756.0199999999995	Klapband!
Soft-Medium	25		5758.329999999999	Klapband!
Soft-Medium	26		5760.829999999999	Klapband!
Soft-Medium	27		5763.5199999999995	Klapband!
Soft-Medium	28		5766.4	Klapband!
Soft-Medium	29		5769.469999999999	Klapband!
Soft-Medium	30		5772.73	Klapband!
Soft-Medium	31		5776.179999999999	Klapband!
Soft-Medium	32		5779.82	Klapband!
Soft-Medium	33		5783.65	Klapband!
Soft-Medium	34		5787.58	Klapband!
Soft-Medium	35		5791.61	Klapband!
Soft-Medium	36		5795.74	Klapband!
Soft-Medium	37		5799.969999999999	Klapband!
Soft-Medium	38		5804.299999999999	Klapband!
Soft-Medium	39		5808.73	Klapband!
Soft-Medium	40		5813.26	Klapband!
Soft-Medium	41		5817.89	Klapband!
Soft-Medium	42		5822.62	Klapband!
Soft-Medium	43		5827.45	Klapband!
Soft-Medium	44		5832.38	Klapband!
Soft-Medium	45		5837.41	Klapband!
Soft-Medium	46		5842.54	Klapband!
Soft-Medium	47		5847.7699999999995	Klapband!
Soft-Medium	48		5853.099999999999	Klapband!
Soft-Medium	49		5858.53	Klapband!
Soft-Medium	50		5864.0599999999995	Klapband!
Hard-Hard-Medium	1	2	5775.16	laag
Hard-Hard-Medium	1	3	5792.23	laag
Hard-Hard-Medium	1	4	5809.549999999999	laag
Hard-Hard-Medium	1	5	5827.119999999999	laag
Hard-Hard-Medium	1	6	5844.94	laag
Hard-Hard-Medium	1	7	5863.01	laag
Hard-Hard-Medium	1	8	5881.33	laag
Hard-Hard-Medium	1	9	5899.9	laag
Hard-Hard-Medium	1	10	5918.72	laag
Hard-Hard-Medium	1	11	5937.789999999998	laag
Hard-Hard-Medium	1	12	5957.109999999999	laag
Hard-Hard-Medium	1	13	5976.68	laag
Hard-Hard-Medium	1	14	5996.5	laag
Hard-Hard-Medium	1	15	6016.57	laag
Hard-Hard-Medium	1	16	6036.889999999999	laag
Hard-Hard-Medium	1	17	6057.459999999999	laag
Hard-Hard-Medium	1	18	6078.280000000001	laag
Hard-Hard-Medium	1	19	6099.260000000001	laag
Hard-Hard-Medium	1	20	6120.4	laag
Hard-Hard-Medium	1	21	6141.699999999998	laag
Hard-Hard-Medium	1	22	6163.159999999999	laag
Hard-Hard-Medium	1	23	6184.780000000001	laag
Hard-Hard-Medium	1	24	6206.56	laag
Hard-Hard-Medium	1	25	6228.5	laag
Hard-Hard-Medium	1	26	6250.5999999999985	laag
Hard-Hard-Medium	1	27	6272.859999999998	laag
Hard-Hard-Medium	1	28	6295.280000000001	laag
Hard-Hard-Medium	1	29	6317.860000000001	laag
Hard-Hard-Medium	1	30	6340.599999999999	laag
Hard-Hard-Medium	1	31	6363.499999999999	laag
Hard-Hard-Medium	1	32	6386.559999999998	gemiddeld
Hard-Hard-Medium	1	33	6409.780000000001	gemiddeld
Hard-Hard-Medium	1	34	6433.16	gemiddeld
Hard-Hard-Medium	1	35	6456.7	gemiddeld
Hard-Hard-Medium	1	36	6480.4	hoog
Hard-Hard-Medium	1	37	6504.259999999998	hoog
Hard-Hard-Medium	1	38	6528.28	zeer hoog
Hard-Hard-Medium	1	39	6552.46	Klapband!
Hard-Hard-Medium	1	40	6576.849999999999	Klapband!
Hard-Hard-Medium	1	41	6601.449999999999	Klapband!
Hard-Hard-Medium	1	42	6626.259999999999	Klapband!
Hard-Hard-Medium	1	43	6651.28	Klapband!
Hard-Hard-Medium	1	44	6676.51	Klapband!
Hard-Hard-Medium	1	45	6701.95	Klapband!
Hard-Hard-Medium	1	46	6727.599999999999	Klapband!
Hard-Hard-Medium	1	47	6753.46	Klapband!
Hard-Hard-Medium	1	48	6779.53	Klapband!
Hard-Hard-Medium	1	49	6805.8099999999995	Klapband!
Hard-Hard-Medium	1	50	6832.299999999999	Klapband!
Hard-Hard-Medium	2	3	5792.23	laag
Hard-Hard-Medium	2	4	5809.5	laag
Hard-Hard-Medium	2	5	5827.0199999999995	laag
Hard-Hard-Medium	2	6	5844.789999999999	laag
Hard-Hard-Medium	2	7	5862.81	laag
Hard-Hard-Medium	2	8	5881.08	laag
Hard-Hard-Medium	2	9	5899.6	laag
Hard-Hard-Medium	2	10	5918.370000000001	laag
Hard-Hard-Medium	2	11	5937.3899999999985	laag
Hard-Hard-Medium	2	12	5956.659999999999	laag
Hard-Hard-Medium	2	13	5976.18	laag
Hard-Hard-Medium	2	14	5995.950000000001	laag
Hard-Hard-Medium	2	15	6015.97	laag
Hard-Hard-Medium	2	16	6036.239999999999	laag
Hard-Hard-Medium	2	17	6056.759999999998	laag
Hard-Hard-Medium	2	18	6077.530000000001	laag
Hard-Hard-Medium	2	19	6098.460000000001	laag
Hard-Hard-Medium	2	20	6119.549999999999	laag
Hard-Hard-Medium	2	21	6140.799999999998	laag
Hard-Hard-Medium	2	22	6162.209999999999	laag
Hard-Hard-Medium	2	23	6183.780000000001	laag
Hard-Hard-Medium	2	24	6205.51	laag
Hard-Hard-Medium	2	25	6227.4	laag
Hard-Hard-Medium	2	26	6249.449999999999	laag
Hard-Hard-Medium	2	27	6271.659999999998	laag
Hard-Hard-Medium	2	28	6294.030000000001	laag
Hard-Hard-Medium	2	29	6316.56	laag
Hard-Hard-Medium	2	30	6339.25	laag
Hard-Hard-Medium	2	31	6362.099999999999	laag
Hard-Hard-Medium	2	32	6385.109999999998	laag
Hard-Hard-Medium	2	33	6408.280000000002	gemiddeld
Hard-Hard-Medium	2	34	6431.610000000001	gemiddeld
Hard-Hard-Medium	2	35	6455.1	gemiddeld
Hard-Hard-Medium	2	36	6478.75	gemiddeld
Hard-Hard-Medium	2	37	6502.559999999999	hoog
Hard-Hard-Medium	2	38	6526.530000000001	hoog
Hard-Hard-Medium	2	39	6550.660000000001	zeer hoog
Hard-Hard-Medium	2	40	6574.95	Klapband!
Hard-Hard-Medium	2	41	6599.449999999999	Klapband!
Hard-Hard-Medium	2	42	6624.159999999999	Klapband!
Hard-Hard-Medium	2	43	6649.079999999999	Klapband!
Hard-Hard-Medium	2	44	6674.209999999999	Klapband!
Hard-Hard-Medium	2	45	6699.549999999998	Klapband!
Hard-Hard-Medium	2	46	6725.099999999998	Klapband!
Hard-Hard-Medium	2	47	6750.859999999998	Klapband!
Hard-Hard-Medium	2	48	6776.829999999998	Klapband!
Hard-Hard-Medium	2	49	6803.009999999998	Klapband!
Hard-Hard-Medium	2	50	6829.399999999999	Klapband!
Hard-Hard-Medium	3	4	5809.549999999999	laag
Hard-Hard-Medium	3	5	5827.0199999999995	laag
Hard-Hard-Medium	3	6	5844.739999999999	laag
Hard-Hard-Medium	3	7	5862.71	laag
Hard-Hard-Medium	3	8	5880.93	laag
Hard-Hard-Medium	3	9	5899.4	laag
Hard-Hard-Medium	3	10	5918.120000000001	laag
Hard-Hard-Medium	3	11	5937.089999999998	laag
Hard-Hard-Medium	3	12	5956.3099999999995	laag
Hard-Hard-Medium	3	13	5975.780000000001	laag
Hard-Hard-Medium	3	14	5995.500000000001	laag
Hard-Hard-Medium	3	15	6015.47	laag
Hard-Hard-Medium	3	16	6035.69	laag
Hard-Hard-Medium	3	17	6056.159999999999	laag
Hard-Hard-Medium	3	18	6076.880000000001	laag
Hard-Hard-Medium	3	19	6097.760000000001	laag
Hard-Hard-Medium	3	20	6118.8	laag
Hard-Hard-Medium	3	21	6139.999999999999	laag
Hard-Hard-Medium	3	22	6161.36	laag
Hard-Hard-Medium	3	23	6182.880000000001	laag
Hard-Hard-Medium	3	24	6204.560000000001	laag
Hard-Hard-Medium	3	25	6226.400000000001	laag
Hard-Hard-Medium	3	26	6248.4	laag
Hard-Hard-Medium	3	27	6270.5599999999995	laag
Hard-Hard-Medium	3	28	6292.880000000001	laag
Hard-Hard-Medium	3	29	6315.3600000000015	laag
Hard-Hard-Medium	3	30	6338.000000000001	laag
Hard-Hard-Medium	3	31	6360.8	laag
Hard-Hard-Medium	3	32	6383.759999999999	laag
Hard-Hard-Medium	3	33	6406.880000000003	laag
Hard-Hard-Medium	3	34	6430.160000000002	gemiddeld
Hard-Hard-Medium	3	35	6453.600000000001	gemiddeld
Hard-Hard-Medium	3	36	6477.200000000001	gemiddeld
Hard-Hard-Medium	3	37	6500.96	gemiddeld
Hard-Hard-Medium	3	38	6524.880000000002	hoog
Hard-Hard-Medium	3	39	6548.960000000002	hoog
Hard-Hard-Medium	3	40	6573.200000000001	zeer hoog
Hard-Hard-Medium	3	41	6597.6	Klapband!
Hard-Hard-Medium	3	42	6622.210000000001	Klapband!
Hard-Hard-Medium	3	43	6647.030000000002	Klapband!
Hard-Hard-Medium	3	44	6672.060000000002	Klapband!
Hard-Hard-Medium	3	45	6697.300000000002	Klapband!
Hard-Hard-Medium	3	46	6722.750000000002	Klapband!
Hard-Hard-Medium	3	47	6748.410000000003	Klapband!
Hard-Hard-Medium	3	48	6774.2800000000025	Klapband!
Hard-Hard-Medium	3	49	6800.360000000002	Klapband!
Hard-Hard-Medium	3	50	6826.650000000002	Klapband!
Hard-Hard-Medium	4	5	5827.119999999999	laag
Hard-Hard-Medium	4	6	5844.789999999999	laag
Hard-Hard-Medium	4	7	5862.71	laag
Hard-Hard-Medium	4	8	5880.880000000001	laag
Hard-Hard-Medium	4	9	5899.300000000001	laag
Hard-Hard-Medium	4	10	5917.970000000001	laag
Hard-Hard-Medium	4	11	5936.8899999999985	laag
Hard-Hard-Medium	4	12	5956.0599999999995	laag
Hard-Hard-Medium	4	13	5975.480000000001	laag
Hard-Hard-Medium	4	14	5995.1500000000015	laag
Hard-Hard-Medium	4	15	6015.070000000001	laag
Hard-Hard-Medium	4	16	6035.24	laag
Hard-Hard-Medium	4	17	6055.66	laag
Hard-Hard-Medium	4	18	6076.330000000002	laag
Hard-Hard-Medium	4	19	6097.160000000002	laag
Hard-Hard-Medium	4	20	6118.150000000001	laag
Hard-Hard-Medium	4	21	6139.299999999999	laag
Hard-Hard-Medium	4	22	6160.610000000001	laag
Hard-Hard-Medium	4	23	6182.080000000002	laag
Hard-Hard-Medium	4	24	6203.710000000002	laag
Hard-Hard-Medium	4	25	6225.500000000001	laag
Hard-Hard-Medium	4	26	6247.45	laag
Hard-Hard-Medium	4	27	6269.5599999999995	laag
Hard-Hard-Medium	4	28	6291.830000000002	laag
Hard-Hard-Medium	4	29	6314.260000000001	laag
Hard-Hard-Medium	4	30	6336.85	laag
Hard-Hard-Medium	4	31	6359.599999999999	laag
Hard-Hard-Medium	4	32	6382.509999999998	laag
Hard-Hard-Medium	4	33	6405.580000000002	laag
Hard-Hard-Medium	4	34	6428.81	laag
Hard-Hard-Medium	4	35	6452.2	gemiddeld
Hard-Hard-Medium	4	36	6475.75	gemiddeld
Hard-Hard-Medium	4	37	6499.459999999999	gemiddeld
Hard-Hard-Medium	4	38	6523.330000000001	gemiddeld
Hard-Hard-Medium	4	39	6547.360000000001	hoog
Hard-Hard-Medium	4	40	6571.55	hoog
Hard-Hard-Medium	4	41	6595.9	zeer hoog
Hard-Hard-Medium	4	42	6620.41	Klapband!
Hard-Hard-Medium	4	43	6645.13	Klapband!
Hard-Hard-Medium	4	44	6670.06	Klapband!
Hard-Hard-Medium	4	45	6695.2	Klapband!
Hard-Hard-Medium	4	46	6720.549999999999	Klapband!
Hard-Hard-Medium	4	47	6746.11	Klapband!
Hard-Hard-Medium	4	48	6771.879999999999	Klapband!
Hard-Hard-Medium	4	49	6797.859999999999	Klapband!
Hard-Hard-Medium	4	50	6824.049999999998	Klapband!
Hard-Hard-Medium	5	6	5844.94	laag
Hard-Hard-Medium	5	7	5862.81	laag
Hard-Hard-Medium	5	8	5880.93	laag
Hard-Hard-Medium	5	9	5899.300000000001	laag
Hard-Hard-Medium	5	10	5917.920000000001	laag
Hard-Hard-Medium	5	11	5936.789999999998	laag
Hard-Hard-Medium	5	12	5955.909999999999	laag
Hard-Hard-Medium	5	13	5975.280000000001	laag
Hard-Hard-Medium	5	14	5994.900000000001	laag
Hard-Hard-Medium	5	15	6014.77	laag
Hard-Hard-Medium	5	16	6034.889999999999	laag
Hard-Hard-Medium	5	17	6055.259999999999	laag
Hard-Hard-Medium	5	18	6075.880000000001	laag
Hard-Hard-Medium	5	19	6096.660000000002	laag
Hard-Hard-Medium	5	20	6117.6	laag
Hard-Hard-Medium	5	21	6138.699999999999	laag
Hard-Hard-Medium	5	22	6159.959999999999	laag
Hard-Hard-Medium	5	23	6181.380000000001	laag
Hard-Hard-Medium	5	24	6202.960000000001	laag
Hard-Hard-Medium	5	25	6224.7	laag
Hard-Hard-Medium	5	26	6246.599999999999	laag
Hard-Hard-Medium	5	27	6268.659999999998	laag
Hard-Hard-Medium	5	28	6290.880000000001	laag
Hard-Hard-Medium	5	29	6313.26	laag
Hard-Hard-Medium	5	30	6335.799999999999	laag
Hard-Hard-Medium	5	31	6358.499999999999	laag
Hard-Hard-Medium	5	32	6381.359999999998	laag
Hard-Hard-Medium	5	33	6404.380000000001	laag
Hard-Hard-Medium	5	34	6427.5599999999995	laag
Hard-Hard-Medium	5	35	6450.9	laag
Hard-Hard-Medium	5	36	6474.4	gemiddeld
Hard-Hard-Medium	5	37	6498.059999999999	gemiddeld
Hard-Hard-Medium	5	38	6521.88	gemiddeld
Hard-Hard-Medium	5	39	6545.860000000001	gemiddeld
Hard-Hard-Medium	5	40	6570.0	hoog
Hard-Hard-Medium	5	41	6594.299999999999	hoog
Hard-Hard-Medium	5	42	6618.759999999999	zeer hoog
Hard-Hard-Medium	5	43	6643.38	Klapband!
Hard-Hard-Medium	5	44	6668.210000000001	Klapband!
Hard-Hard-Medium	5	45	6693.250000000001	Klapband!
Hard-Hard-Medium	5	46	6718.500000000001	Klapband!
Hard-Hard-Medium	5	47	6743.960000000002	Klapband!
Hard-Hard-Medium	5	48	6769.630000000002	Klapband!
Hard-Hard-Medium	5	49	6795.510000000002	Klapband!
Hard-Hard-Medium	5	50	6821.600000000002	Klapband!
Hard-Hard-Medium	6	7	5863.01	laag
Hard-Hard-Medium	6	8	5881.08	laag
Hard-Hard-Medium	6	9	5899.4	laag
Hard-Hard-Medium	6	10	5917.97	laag
Hard-Hard-Medium	6	11	5936.789999999998	laag
Hard-Hard-Medium	6	12	5955.859999999999	laag
Hard-Hard-Medium	6	13	5975.18	laag
Hard-Hard-Medium	6	14	5994.75	laag
Hard-Hard-Medium	6	15	6014.57	laag
Hard-Hard-Medium	6	16	6034.639999999999	laag
Hard-Hard-Medium	6	17	6054.959999999999	laag
Hard-Hard-Medium	6	18	6075.530000000001	laag
Hard-Hard-Medium	6	19	6096.260000000001	laag
Hard-Hard-Medium	6	20	6117.15	laag
Hard-Hard-Medium	6	21	6138.199999999998	laag
Hard-Hard-Medium	6	22	6159.409999999999	laag
Hard-Hard-Medium	6	23	6180.780000000001	laag
Hard-Hard-Medium	6	24	6202.31	laag
Hard-Hard-Medium	6	25	6224.0	laag
