Softrondetijd:	Mediumrondetijd:	Hardrondetijd	pitstoptijd	maxpitstops	totale ronden
75.0	75.4	76.0	23.0	2	72
volgorde bandentypes 	 1e pitstopronde 	 2e pitstopronde 	 totale race tijd (hoe kleiner hoe beter) 	 risicofactor
Soft-Hard	47		5844.8748000000005	Klapband!
Soft-Hard	48		5847.68408	Klapband!
Soft-Hard	49		5850.616120000001	Klapband!
Soft-Hard	50		5853.6709200000005	Klapband!
Soft-Hard	51		5856.84848	Klapband!
Soft-Hard	52		5860.1488	Klapband!
Soft-Hard	53		5865.33888	Klapband!
Soft-Hard	54		5870.65172	Klapband!
Soft-Hard	55		5876.08732	Klapband!
Soft-Hard	56		5881.64568	Klapband!
Soft-Hard	57		5887.326799999999	Klapband!
Soft-Hard	58		5893.130679999999	Klapband!
Soft-Hard	59		5899.057319999999	Klapband!
Soft-Hard	60		5905.106719999999	Klapband!
Soft-Hard	61		5911.278879999999	Klapband!
Soft-Hard	62		5917.573799999999	Klapband!
Soft-Hard	63		5923.991479999999	Klapband!
Soft-Hard	64		5930.531919999999	Klapband!
Soft-Hard	65		5937.195119999999	Klapband!
Soft-Hard	66		5943.981079999999	Klapband!
Soft-Hard	67		5950.889799999999	Klapband!
Soft-Hard	68		5957.921279999999	Klapband!
Soft-Hard	69		5965.0755199999985	Klapband!
Soft-Hard	70		5972.352519999999	Klapband!
Soft-Hard	71		5979.752279999999	Klapband!
Soft-Hard	72		5987.274799999998	Klapband!
Soft-Medium	1		5837.311960000001	Klapband!
Soft-Medium	2		5836.971480000001	Klapband!
Soft-Medium	3		5836.660760000001	Klapband!
Soft-Medium	4		5836.379800000001	Klapband!
Soft-Medium	5		5836.128600000001	Klapband!
Soft-Medium	6		5835.907160000001	Klapband!
Soft-Medium	7		5835.715480000001	Klapband!
Soft-Medium	8		5835.55356	Klapband!
Soft-Medium	9		5835.421400000001	Klapband!
Soft-Medium	10		5835.319	Klapband!
Soft-Medium	11		5835.246360000001	Klapband!
Soft-Medium	12		5835.203480000001	Klapband!
Soft-Medium	13		5835.1903600000005	Klapband!
Soft-Medium	14		5835.207	Klapband!
Soft-Medium	15		5835.2534000000005	Klapband!
Soft-Medium	16		5835.329560000001	Klapband!
Soft-Medium	17		5835.435480000001	Klapband!
Soft-Medium	18		5835.57116	Klapband!
Soft-Medium	19		5835.736600000001	Klapband!
Soft-Medium	20		5835.9318	Klapband!
Soft-Medium	21		5836.156760000001	Klapband!
Soft-Medium	22		5836.456120000001	Klapband!
Soft-Medium	23		5836.881960000001	Klapband!
Soft-Medium	24		5837.434280000001	Klapband!
Soft-Medium	25		5838.113080000001	Klapband!
Soft-Medium	26		5838.918360000001	Klapband!
Soft-Medium	27		5840.804300000001	Klapband!
Soft-Medium	28		5842.749760000001	Klapband!
Soft-Medium	29		5844.754740000001	Klapband!
Soft-Medium	30		5846.819240000001	Klapband!
Soft-Medium	31		5848.943260000001	Klapband!
Soft-Medium	32		5851.126800000001	Klapband!
Soft-Medium	33		5853.369860000001	Klapband!
Soft-Medium	34		5855.67244	Klapband!
Soft-Medium	35		5858.034540000001	Klapband!
Soft-Medium	36		5860.456160000001	Klapband!
Soft-Medium	37		5862.9373000000005	Klapband!
Soft-Medium	38		5865.47796	Klapband!
Soft-Medium	39		5868.0781400000005	Klapband!
Soft-Medium	40		5870.737840000001	Klapband!
Soft-Medium	41		5873.457060000001	Klapband!
Soft-Medium	42		5876.2358	Klapband!
Soft-Medium	43		5879.074060000001	Klapband!
Soft-Medium	44		5881.97184	Klapband!
Soft-Medium	45		5884.92914	Klapband!
Soft-Medium	46		5887.945960000001	Klapband!
Soft-Medium	47		5891.0223000000005	Klapband!
Soft-Medium	48		5894.15816	Klapband!
Soft-Medium	49		5897.35354	Klapband!
Soft-Medium	50		5900.60844	Klapband!
Soft-Medium	51		5903.92286	Klapband!
Soft-Medium	52		5907.2968	Klapband!
Soft-Medium	53		5910.73026	Klapband!
Soft-Medium	54		5914.22324	Klapband!
Soft-Medium	55		5917.77574	Klapband!
Soft-Medium	56		5921.38776	Klapband!
Soft-Medium	57		5925.059299999999	Klapband!
Soft-Medium	58		5928.790359999999	Klapband!
Soft-Medium	59		5932.580939999999	Klapband!
Soft-Medium	60		5936.431039999999	Klapband!
Soft-Medium	61		5940.340659999999	Klapband!
Soft-Medium	62		5944.309799999999	Klapband!
Soft-Medium	63		5948.338459999999	Klapband!
Soft-Medium	64		5952.42664	Klapband!
Soft-Medium	65		5956.574339999999	Klapband!
Soft-Medium	66		5960.7815599999985	Klapband!
Soft-Medium	67		5965.048299999999	Klapband!
Soft-Medium	68		5969.374559999998	Klapband!
Soft-Medium	69		5973.760339999998	Klapband!
Soft-Medium	70		5978.205639999998	Klapband!
Soft-Medium	71		5982.710459999998	Klapband!
Soft-Medium	72		5987.274799999998	Klapband!
Hard-Hard-Medium	1	2	5875.3809	Klapband!
Hard-Hard-Medium	1	3	5893.41864	Klapband!
Hard-Hard-Medium	1	4	5911.593140000001	Klapband!
Hard-Hard-Medium	1	5	5929.90656	Klapband!
Hard-Hard-Medium	1	6	5948.36106	Klapband!
Hard-Hard-Medium	1	7	5966.958799999999	Klapband!
Hard-Hard-Medium	1	8	5986.6273200000005	Klapband!
Hard-Hard-Medium	1	9	6005.52279	Klapband!
Hard-Hard-Medium	1	10	6024.567980000001	Klapband!
Hard-Hard-Medium	1	11	6043.765050000001	Klapband!
Hard-Hard-Medium	1	12	6063.1161600000005	Klapband!
Hard-Hard-Medium	1	13	6082.62347	Klapband!
Hard-Hard-Medium	1	14	6103.17114	Klapband!
Hard-Hard-Medium	1	15	6123.00174	Klapband!
Hard-Hard-Medium	1	16	6142.995020000002	Klapband!
Hard-Hard-Medium	1	17	6163.153140000001	Klapband!
Hard-Hard-Medium	1	18	6183.47826	Klapband!
Hard-Hard-Medium	1	19	6203.97254	Klapband!
Hard-Hard-Medium	1	20	6224.638140000002	Klapband!
Hard-Hard-Medium	1	21	6246.315570000001	Klapband!
Hard-Hard-Medium	1	22	6267.33434	Klapband!
Hard-Hard-Medium	1	23	6288.53091	Klapband!
Hard-Hard-Medium	1	24	6309.90744	Klapband!
Hard-Hard-Medium	1	25	6331.46609	Klapband!
Hard-Hard-Medium	1	26	6353.20902	Klapband!
Hard-Hard-Medium	1	27	6375.138390000001	Klapband!
Hard-Hard-Medium	1	28	6398.04602	Klapband!
Hard-Hard-Medium	1	29	6420.35844	Klapband!
Hard-Hard-Medium	1	30	6442.863779999998	Klapband!
Hard-Hard-Medium	1	31	6465.564199999999	Klapband!
Hard-Hard-Medium	1	32	6488.461860000002	Klapband!
Hard-Hard-Medium	1	33	6511.5589199999995	Klapband!
Hard-Hard-Medium	1	34	6534.857539999999	Klapband!
Hard-Hard-Medium	1	35	6559.095809999999	Klapband!
Hard-Hard-Medium	1	36	6582.807360000001	zeer hoog
Hard-Hard-Medium	1	37	6606.72695	zeer hoog
Hard-Hard-Medium	1	38	6630.856740000002	hoog
Hard-Hard-Medium	1	39	6655.19889	gemiddeld
Hard-Hard-Medium	1	40	6679.7555600000005	gemiddeld
Hard-Hard-Medium	1	41	6703.773	gemiddeld
Hard-Hard-Medium	1	42	6727.92054	laag
Hard-Hard-Medium	1	43	6752.1992599999985	laag
Hard-Hard-Medium	1	44	6776.610239999998	laag
Hard-Hard-Medium	1	45	6801.154559999999	laag
Hard-Hard-Medium	1	46	6825.833299999999	gemiddeld
Hard-Hard-Medium	1	47	6850.647539999999	gemiddeld
Hard-Hard-Medium	1	48	6875.59836	gemiddeld
Hard-Hard-Medium	1	49	6900.686839999999	gemiddeld
Hard-Hard-Medium	1	50	6925.91406	gemiddeld
Hard-Hard-Medium	1	51	6951.2811	gemiddeld
Hard-Hard-Medium	1	52	6976.789039999999	hoog
Hard-Hard-Medium	1	53	7002.4389599999995	hoog
Hard-Hard-Medium	1	54	7026.455439999999	hoog
Hard-Hard-Medium	1	55	7050.6160599999985	zeer hoog
Hard-Hard-Medium	1	56	7074.9218999999985	zeer hoog
Hard-Hard-Medium	1	57	7099.37404	zeer hoog
Hard-Hard-Medium	1	58	7123.973559999999	Klapband!
Hard-Hard-Medium	1	59	7148.721539999999	Klapband!
Hard-Hard-Medium	1	60	7173.61906	Klapband!
Hard-Hard-Medium	1	61	7198.667199999999	Klapband!
Hard-Hard-Medium	1	62	7223.867039999999	Klapband!
Hard-Hard-Medium	1	63	7249.21966	Klapband!
Hard-Hard-Medium	1	64	7274.726139999999	Klapband!
Hard-Hard-Medium	1	65	7300.387559999998	Klapband!
Hard-Hard-Medium	1	66	7326.204999999999	Klapband!
Hard-Hard-Medium	1	67	7352.179539999999	Klapband!
Hard-Hard-Medium	1	68	7378.31226	Klapband!
Hard-Hard-Medium	1	69	7404.604240000001	Klapband!
Hard-Hard-Medium	1	70	7431.05656	Klapband!
Hard-Hard-Medium	1	71	7457.6703	Klapband!
Hard-Hard-Medium	1	72	7484.44654	Klapband!
Hard-Hard-Medium	2	3	5893.4182599999995	Klapband!
Hard-Hard-Medium	2	4	5911.52246	Klapband!
Hard-Hard-Medium	2	5	5929.76596	Klapband!
Hard-Hard-Medium	2	6	5948.150919999999	Klapband!
Hard-Hard-Medium	2	7	5966.679499999999	Klapband!
Hard-Hard-Medium	2	8	5986.279240000001	Klapband!
Hard-Hard-Medium	2	9	6005.10631	Klapband!
Hard-Hard-Medium	2	10	6024.083480000001	Klapband!
Hard-Hard-Medium	2	11	6043.212909999999	Klapband!
Hard-Hard-Medium	2	12	6062.49676	Klapband!
Hard-Hard-Medium	2	13	6081.937190000001	Klapband!
Hard-Hard-Medium	2	14	6102.418360000001	Klapband!
Hard-Hard-Medium	2	15	6122.1828399999995	Klapband!
Hard-Hard-Medium	2	16	6142.110380000001	Klapband!
Hard-Hard-Medium	2	17	6162.2031400000005	Klapband!
Hard-Hard-Medium	2	18	6182.463279999999	Klapband!
Hard-Hard-Medium	2	19	6202.89296	Klapband!
Hard-Hard-Medium	2	20	6223.494340000002	Klapband!
Hard-Hard-Medium	2	21	6245.107930000001	Klapband!
Hard-Hard-Medium	2	22	6266.06324	Klapband!
Hard-Hard-Medium	2	23	6287.196730000001	Klapband!
Hard-Hard-Medium	2	24	6308.510560000001	Klapband!
Hard-Hard-Medium	2	25	6330.006890000001	Klapband!
Hard-Hard-Medium	2	26	6351.68788	Klapband!
Hard-Hard-Medium	2	27	6373.555690000002	Klapband!
Hard-Hard-Medium	2	28	6396.40214	Klapband!
Hard-Hard-Medium	2	29	6418.653760000001	Klapband!
Hard-Hard-Medium	2	30	6441.098679999999	Klapband!
Hard-Hard-Medium	2	31	6463.73906	Klapband!
Hard-Hard-Medium	2	32	6486.577060000002	Klapband!
Hard-Hard-Medium	2	33	6509.61484	Klapband!
Hard-Hard-Medium	2	34	6532.85456	Klapband!
Hard-Hard-Medium	2	35	6557.03431	Klapband!
Hard-Hard-Medium	2	36	6580.687720000002	zeer hoog
Hard-Hard-Medium	2	37	6604.549550000002	zeer hoog
Hard-Hard-Medium	2	38	6628.621960000001	hoog
Hard-Hard-Medium	2	39	6652.90711	gemiddeld
Hard-Hard-Medium	2	40	6677.40716	gemiddeld
Hard-Hard-Medium	2	41	6701.36836	gemiddeld
Hard-Hard-Medium	2	42	6725.460040000001	laag
Hard-Hard-Medium	2	43	6749.683279999999	laag
Hard-Hard-Medium	2	44	6774.03916	laag
Hard-Hard-Medium	2	45	6798.52876	laag
Hard-Hard-Medium	2	46	6823.153159999999	laag
Hard-Hard-Medium	2	47	6847.913439999999	laag
Hard-Hard-Medium	2	48	6872.8106800000005	gemiddeld
Hard-Hard-Medium	2	49	6897.84596	gemiddeld
Hard-Hard-Medium	2	50	6923.02036	gemiddeld
Hard-Hard-Medium	2	51	6948.33496	gemiddeld
