Softrondetijd:	Mediumrondetijd:	Hardrondetijd	pitstoptijd	maxpitstops	totale ronden
75.0	75.4	76.0	23.0	2	72
volgorde bandentypes 	 1e pitstopronde 	 2e pitstopronde 	 totale race tijd (hoe kleiner hoe beter) 	 risicofactor
Hard-Soft-Soft	32	64	7220.274	Klapband!
Hard-Soft-Soft	32	65	7247.28872	Klapband!
Hard-Soft-Soft	32	66	7274.652879999999	Klapband!
Hard-Soft-Soft	32	67	7302.36804	Klapband!
Hard-Soft-Soft	32	68	7330.435760000001	Klapband!
Hard-Soft-Soft	32	69	7358.857599999999	Klapband!
Hard-Soft-Soft	32	70	7387.63512	Klapband!
Hard-Soft-Soft	32	71	7416.76988	Klapband!
Hard-Soft-Soft	32	72	7446.26344	Klapband!
Hard-Soft-Soft	33	34	6563.594160000001	Klapband!
Hard-Soft-Soft	33	35	6581.019239999999	Klapband!
Hard-Soft-Soft	33	36	6598.73244	Klapband!
Hard-Soft-Soft	33	37	6616.73688	Klapband!
Hard-Soft-Soft	33	38	6635.03568	Klapband!
Hard-Soft-Soft	33	39	6653.63196	Klapband!
Hard-Soft-Soft	33	40	6672.52884	Klapband!
Hard-Soft-Soft	33	41	6691.202800000005	Klapband!
Hard-Soft-Soft	33	42	6710.70792	zeer hoog
Hard-Soft-Soft	33	43	6730.523000000001	hoog
Hard-Soft-Soft	33	44	6750.65116	hoog
Hard-Soft-Soft	33	45	6771.095520000002	gemiddeld
Hard-Soft-Soft	33	46	6791.859200000001	gemiddeld
Hard-Soft-Soft	33	47	6813.48588	laag
Hard-Soft-Soft	33	48	6835.3210800000015	laag
Hard-Soft-Soft	33	49	6857.366360000002	laag
Hard-Soft-Soft	33	50	6879.623280000007	laag
Hard-Soft-Soft	33	51	6902.0934	laag
Hard-Soft-Soft	33	52	6924.77828	laag
Hard-Soft-Soft	33	53	6947.679480000001	laag
Hard-Soft-Soft	33	54	6970.798560000001	laag
Hard-Soft-Soft	33	55	6994.137080000001	laag
Hard-Soft-Soft	33	56	7017.696600000001	laag
Hard-Soft-Soft	33	57	7041.478680000001	gemiddeld
Hard-Soft-Soft	33	58	7065.484880000002	gemiddeld
Hard-Soft-Soft	33	59	7090.224840000005	gemiddeld
Hard-Soft-Soft	33	60	7115.305920000001	hoog
Hard-Soft-Soft	33	61	7140.729680000001	hoog
Hard-Soft-Soft	33	62	7166.497680000001	zeer hoog
Hard-Soft-Soft	33	63	7192.611480000001	Klapband!
Hard-Soft-Soft	33	64	7219.072640000001	Klapband!
Hard-Soft-Soft	33	65	7245.8827200000005	Klapband!
Hard-Soft-Soft	33	66	7273.043280000001	Klapband!
Hard-Soft-Soft	33	67	7300.555880000001	Klapband!
Hard-Soft-Soft	33	68	7328.422080000002	Klapband!
Hard-Soft-Soft	33	69	7356.64344	Klapband!
Hard-Soft-Soft	33	70	7385.22152	Klapband!
Hard-Soft-Soft	33	71	7414.157880000001	Klapband!
Hard-Soft-Soft	33	72	7443.45408	Klapband!
Hard-Soft-Soft	34	35	6584.1951199999985	Klapband!
Hard-Soft-Soft	34	36	6601.79548	Klapband!
Hard-Soft-Soft	34	37	6619.6876	Klapband!
Hard-Soft-Soft	34	38	6637.874599999999	Klapband!
Hard-Soft-Soft	34	39	6656.359599999999	Klapband!
Hard-Soft-Soft	34	40	6675.1457199999995	Klapband!
Hard-Soft-Soft	34	41	6693.709440000004	Klapband!
Hard-Soft-Soft	34	42	6713.10484	zeer hoog
Hard-Soft-Soft	34	43	6732.810720000001	hoog
Hard-Soft-Soft	34	44	6752.8302	hoog
Hard-Soft-Soft	34	45	6773.166400000001	gemiddeld
Hard-Soft-Soft	34	46	6793.82244	gemiddeld
Hard-Soft-Soft	34	47	6815.341999999999	laag
Hard-Soft-Soft	34	48	6837.0706	laag
Hard-Soft-Soft	34	49	6859.0098	laag
Hard-Soft-Soft	34	50	6881.161160000006	laag
Hard-Soft-Soft	34	51	6903.526239999999	laag
Hard-Soft-Soft	34	52	6926.1066	laag
Hard-Soft-Soft	34	53	6948.903800000001	laag
Hard-Soft-Soft	34	54	6971.919400000001	laag
Hard-Soft-Soft	34	55	6995.154960000001	laag
Hard-Soft-Soft	34	56	7018.61204	laag
Hard-Soft-Soft	34	57	7042.2922	laag
Hard-Soft-Soft	34	58	7066.197	gemiddeld
Hard-Soft-Soft	34	59	7090.328000000004	gemiddeld
Hard-Soft-Soft	34	60	7115.19716	gemiddeld
Hard-Soft-Soft	34	61	7140.41004	hoog
Hard-Soft-Soft	34	62	7165.9682	hoog
Hard-Soft-Soft	34	63	7191.8732	zeer hoog
Hard-Soft-Soft	34	64	7218.1266000000005	Klapband!
Hard-Soft-Soft	34	65	7244.72996	Klapband!
Hard-Soft-Soft	34	66	7271.684839999999	Klapband!
Hard-Soft-Soft	34	67	7298.9928	Klapband!
Hard-Soft-Soft	34	68	7326.6554000000015	Klapband!
Hard-Soft-Soft	34	69	7354.6741999999995	Klapband!
Hard-Soft-Soft	34	70	7383.05076	Klapband!
Hard-Soft-Soft	34	71	7411.78664	Klapband!
Hard-Soft-Soft	34	72	7440.883400000001	Klapband!
Hard-Soft-Soft	35	36	6605.041	Klapband!
Hard-Soft-Soft	35	37	6622.81976	Klapband!
Hard-Soft-Soft	35	38	6640.8939199999995	Klapband!
Hard-Soft-Soft	35	39	6659.2666	Klapband!
Hard-Soft-Soft	35	40	6677.940919999999	Klapband!
Hard-Soft-Soft	35	41	6696.393360000004	Klapband!
Hard-Soft-Soft	35	42	6715.677999999999	zeer hoog
Hard-Soft-Soft	35	43	6735.273639999999	hoog
Hard-Soft-Soft	35	44	6755.183399999999	hoog
Hard-Soft-Soft	35	45	6775.4104	gemiddeld
Hard-Soft-Soft	35	46	6795.957759999999	gemiddeld
Hard-Soft-Soft	35	47	6817.369159999998	laag
Hard-Soft-Soft	35	48	6838.9901199999995	laag
Hard-Soft-Soft	35	49	6860.8222000000005	laag
Hard-Soft-Soft	35	50	6882.866960000006	laag
Hard-Soft-Soft	35	51	6905.125959999999	laag
Hard-Soft-Soft	35	52	6927.600759999999	laag
Hard-Soft-Soft	35	53	6950.29292	laag
Hard-Soft-Soft	35	54	6973.204	laag
Hard-Soft-Soft	35	55	6996.33556	laag
Hard-Soft-Soft	35	56	7019.68916	laag
Hard-Soft-Soft	35	57	7043.26636	laag
Hard-Soft-Soft	35	58	7067.06872	laag
Hard-Soft-Soft	35	59	7091.097800000004	gemiddeld
Hard-Soft-Soft	35	60	7115.355159999999	gemiddeld
Hard-Soft-Soft	35	61	7140.355079999999	gemiddeld
Hard-Soft-Soft	35	62	7165.701319999999	hoog
Hard-Soft-Soft	35	63	7191.395439999999	hoog
Hard-Soft-Soft	35	64	7217.438999999999	zeer hoog
Hard-Soft-Soft	35	65	7243.833559999999	Klapband!
Hard-Soft-Soft	35	66	7270.580679999998	Klapband!
Hard-Soft-Soft	35	67	7297.681919999999	Klapband!
Hard-Soft-Soft	35	68	7325.1388400000005	Klapband!
Hard-Soft-Soft	35	69	7352.952999999999	Klapband!
Hard-Soft-Soft	35	70	7381.1259599999985	Klapband!
Hard-Soft-Soft	35	71	7409.659279999999	Klapband!
Hard-Soft-Soft	35	72	7438.554519999999	Klapband!
Hard-Soft-Soft	36	37	6626.13492	Klapband!
Hard-Soft-Soft	36	38	6644.0952	Klapband!
Hard-Soft-Soft	36	39	6662.35452	Klapband!
Hard-Soft-Soft	36	40	6680.916	Klapband!
Hard-Soft-Soft	36	41	6699.256120000005	Klapband!
Hard-Soft-Soft	36	42	6718.42896	zeer hoog
Hard-Soft-Soft	36	43	6737.9133200000015	hoog
Hard-Soft-Soft	36	44	6757.712320000001	hoog
Hard-Soft-Soft	36	45	6777.82908	gemiddeld
Hard-Soft-Soft	36	46	6798.2667200000005	gemiddeld
Hard-Soft-Soft	36	47	6819.56892	laag
Hard-Soft-Soft	36	48	6841.081200000001	laag
Hard-Soft-Soft	36	49	6862.805120000001	laag
Hard-Soft-Soft	36	50	6884.742240000007	laag
Hard-Soft-Soft	36	51	6906.894120000001	laag
Hard-Soft-Soft	36	52	6929.262320000001	laag
Hard-Soft-Soft	36	53	6951.848400000002	laag
Hard-Soft-Soft	36	54	6974.653920000002	laag
Hard-Soft-Soft	36	55	6997.680440000002	laag
Hard-Soft-Soft	36	56	7020.9295200000015	laag
Hard-Soft-Soft	36	57	7044.402720000002	laag
Hard-Soft-Soft	36	58	7068.101600000002	laag
Hard-Soft-Soft	36	59	7092.0277200000055	laag
Hard-Soft-Soft	36	60	7116.182640000001	gemiddeld
Hard-Soft-Soft	36	61	7140.567920000001	gemiddeld
Hard-Soft-Soft	36	62	7165.700160000001	gemiddeld
Hard-Soft-Soft	36	63	7191.1813200000015	hoog
Hard-Soft-Soft	36	64	7217.012960000002	hoog
Hard-Soft-Soft	36	65	7243.196640000001	zeer hoog
Hard-Soft-Soft	36	66	7269.73392	Klapband!
Hard-Soft-Soft	36	67	7296.626360000001	Klapband!
Hard-Soft-Soft	36	68	7323.875520000002	Klapband!
Hard-Soft-Soft	36	69	7351.48296	Klapband!
Hard-Soft-Soft	36	70	7379.45024	Klapband!
Hard-Soft-Soft	36	71	7407.778920000001	Klapband!
Hard-Soft-Soft	36	72	7436.470560000001	Klapband!
Hard-Soft-Soft	37	38	6647.48	Klapband!
Hard-Soft-Soft	37	39	6665.624919999999	Klapband!
Hard-Soft-Soft	37	40	6684.07252	Klapband!
Hard-Soft-Soft	37	41	6702.299280000004	Klapband!
Hard-Soft-Soft	37	42	6721.35928	zeer hoog
Hard-Soft-Soft	37	43	6740.731320000001	hoog
Hard-Soft-Soft	37	44	6760.41852	hoog
Hard-Soft-Soft	37	45	6780.424	gemiddeld
Hard-Soft-Soft	37	46	6800.75088	gemiddeld
Hard-Soft-Soft	37	47	6821.942839999998	laag
Hard-Soft-Soft	37	48	6843.3454	laag
Hard-Soft-Soft	37	49	6864.96012	laag
Hard-Soft-Soft	37	50	6886.788560000005	laag
Hard-Soft-Soft	37	51	6908.832279999999	laag
Hard-Soft-Soft	37	52	6931.092839999999	laag
Hard-Soft-Soft	37	53	6953.5718	laag
Hard-Soft-Soft	37	54	6976.2707199999995	laag
Hard-Soft-Soft	37	55	6999.19116	laag
Hard-Soft-Soft	37	56	7022.33468	laag
Hard-Soft-Soft	37	57	7045.70284	laag
Hard-Soft-Soft	37	58	7069.2972	laag
Hard-Soft-Soft	37	59	7093.119320000004	laag
Hard-Soft-Soft	37	60	7117.17076	laag
Hard-Soft-Soft	37	61	7141.45308	laag
Hard-Soft-Soft	37	62	7165.96784	gemiddeld
Hard-Soft-Soft	37	63	7191.2339600000005	gemiddeld
Hard-Soft-Soft	37	64	7216.851600000001	gemiddeld
Hard-Soft-Soft	37	65	7242.82232	hoog
Hard-Soft-Soft	37	66	7269.147679999999	zeer hoog
Hard-Soft-Soft	37	67	7295.82924	zeer hoog
Hard-Soft-Soft	37	68	7322.868560000001	Klapband!
Hard-Soft-Soft	37	69	7350.267199999999	Klapband!
Hard-Soft-Soft	37	70	7378.02672	Klapband!
Hard-Soft-Soft	37	71	7406.14868	Klapband!
Hard-Soft-Soft	37	72	7434.63464	Klapband!
Hard-Soft-Soft	38	39	6669.079359999999	Klapband!
Hard-Soft-Soft	38	40	6687.412039999999	Klapband!
Hard-Soft-Soft	38	41	6705.524400000004	Klapband!
Hard-Soft-Soft	38	42	6724.470519999999	zeer hoog
Hard-Soft-Soft	38	43	6743.7292	hoog
Hard-Soft-Soft	38	44	6763.303559999999	hoog
Hard-Soft-Soft	38	45	6783.196719999999	gemiddeld
Hard-Soft-Soft	38	46	6803.411799999999	gemiddeld
Hard-Soft-Soft	38	47	6824.492479999997	laag
Hard-Soft-Soft	38	48	6845.784279999999	laag
Hard-Soft-Soft	38	49	6867.2887599999995	laag
Hard-Soft-Soft	38	50	6889.007480000005	laag
Hard-Soft-Soft	38	51	6910.941999999999	laag
Hard-Soft-Soft	38	52	6933.0938799999985	laag
Hard-Soft-Soft	38	53	6955.464679999999	laag
Hard-Soft-Soft	38	54	6978.05596	laag
Hard-Soft-Soft	38	55	7000.86928	laag
Hard-Soft-Soft	38	56	7023.906199999999	laag
Hard-Soft-Soft	38	57	7047.16828	laag
Hard-Soft-Soft	38	58	7070.65708	laag
Hard-Soft-Soft	38	59	7094.374160000004	laag
Hard-Soft-Soft	38	60	7118.32108	laag
Hard-Soft-Soft	38	61	7142.4994	laag
Hard-Soft-Soft	38	62	7166.91068	laag
Hard-Soft-Soft	38	63	7191.55648	gemiddeld
Hard-Soft-Soft	38	64	7216.95804	gemiddeld
Hard-Soft-Soft	38	65	7242.71372	gemiddeld
Hard-Soft-Soft	38	66	7268.82508	hoog
Hard-Soft-Soft	38	67	7295.29368	zeer hoog
Hard-Soft-Soft	38	68	7322.121080000001	zeer hoog
Hard-Soft-Soft	38	69	7349.308839999999	Klapband!
Hard-Soft-Soft	38	70	7376.858519999999	Klapband!
Hard-Soft-Soft	38	71	7404.771679999999	Klapband!
Hard-Soft-Soft	38	72	7433.049879999999	Klapband!
Hard-Soft-Soft	39	40	6690.936119999999	Klapband!
Hard-Soft-Soft	39	41	6708.9330400000035	Klapband!
Hard-Soft-Soft	39	42	6727.764239999999	zeer hoog
Hard-Soft-Soft	39	43	6746.908519999999	hoog
Hard-Soft-Soft	39	44	6766.368999999999	hoog
Hard-Soft-Soft	39	45	6786.1488	gemiddeld
Hard-Soft-Soft	39	46	6806.251039999999	gemiddeld
Hard-Soft-Soft	39	47	6827.219399999998	laag
Hard-Soft-Soft	39	48	6848.399399999999	laag
Hard-Soft-Soft	39	49	6869.792599999999	laag
Hard-Soft-Soft	39	50	6891.400560000005	laag
Hard-Soft-Soft	39	51	6913.224839999997	laag
Hard-Soft-Soft	39	52	6935.266999999998	laag
Hard-Soft-Soft	39	53	6957.528599999999	laag
Hard-Soft-Soft	39	54	6980.011199999999	laag
Hard-Soft-Soft	39	55	7002.716359999999	laag
Hard-Soft-Soft	39	56	7025.645639999999	laag
Hard-Soft-Soft	39	57	7048.800599999999	laag
Hard-Soft-Soft	39	58	7072.182799999999	laag
Hard-Soft-Soft	39	59	7095.793800000003	laag
Hard-Soft-Soft	39	60	7119.635159999999	laag
Hard-Soft-Soft	39	61	7143.708439999999	laag
Hard-Soft-Soft	39	62	7168.0152	laag
Hard-Soft-Soft	39	63	7192.557	laag
Hard-Soft-Soft	39	64	7217.3354	gemiddeld
Hard-Soft-Soft	39	65	7242.873959999999	gemiddeld
Hard-Soft-Soft	39	66	7268.769239999999	gemiddeld
Hard-Soft-Soft	39	67	7295.022799999999	hoog
Hard-Soft-Soft	39	68	7321.6362	zeer hoog
Hard-Soft-Soft	39	69	7348.610999999998	zeer hoog
Hard-Soft-Soft	39	70	7375.948759999998	Klapband!
Hard-Soft-Soft	39	71	7403.651039999999	Klapband!
Hard-Soft-Soft	39	72	7431.719399999999	Klapband!
Hard-Soft-Soft	40	41	6712.526760000004	Klapband!
Hard-Soft-Soft	40	42	6731.241999999999	zeer hoog
Hard-Soft-Soft	40	43	6750.27084	hoog
Hard-Soft-Soft	40	44	6769.6164	hoog
Hard-Soft-Soft	40	45	6789.2818	gemiddeld
Hard-Soft-Soft	40	46	6809.27016	gemiddeld
Hard-Soft-Soft	40	47	6830.125159999998	laag
Hard-Soft-Soft	40	48	6851.19232	laag
Hard-Soft-Soft	40	49	6872.4732	laag
Hard-Soft-Soft	40	50	6893.9693600000055	laag
Hard-Soft-Soft	40	51	6915.682359999999	laag
Hard-Soft-Soft	40	52	6937.613759999999	laag
Hard-Soft-Soft	40	53	6959.76512	laag
Hard-Soft-Soft	40	54	6982.138	laag
Hard-Soft-Soft	40	55	7004.7339600000005	laag
Hard-Soft-Soft	40	56	7027.55456	laag
Hard-Soft-Soft	40	57	7050.60136	laag
Hard-Soft-Soft	40	58	7073.87592	laag
Hard-Soft-Soft	40	59	7097.379800000004	laag
Hard-Soft-Soft	40	60	7121.11456	laag
Hard-Soft-Soft	40	61	7145.08176	laag
Hard-Soft-Soft	40	62	7169.2829600000005	laag
Hard-Soft-Soft	40	63	7193.71972	laag
Hard-Soft-Soft	40	64	7218.3936	laag
Hard-Soft-Soft	40	65	7243.30616	gemiddeld
Hard-Soft-Soft	40	66	7268.9832799999995	gemiddeld
Hard-Soft-Soft	40	67	7295.01972	gemiddeld
Hard-Soft-Soft	40	68	7321.417040000001	hoog
Hard-Soft-Soft	40	69	7348.176799999999	zeer hoog
Hard-Soft-Soft	40	70	7375.30056	zeer hoog
Hard-Soft-Soft	40	71	7402.78988	Klapband!
Hard-Soft-Soft	40	72	7430.64632	Klapband!
Hard-Soft-Soft	41	42	6734.90536	zeer hoog
Hard-Soft-Soft	41	43	6753.817720000001	hoog
Hard-Soft-Soft	41	44	6773.047320000001	hoog
Hard-Soft-Soft	41	45	6792.597280000001	gemiddeld
Hard-Soft-Soft	41	46	6812.470720000001	gemiddeld
Hard-Soft-Soft	41	47	6833.21132	laag
Hard-Soft-Soft	41	48	6854.164600000002	laag
Hard-Soft-Soft	41	49	6875.332120000003	laag
Hard-Soft-Soft	41	50	6896.715440000008	laag
Hard-Soft-Soft	41	51	6918.316120000001	laag
Hard-Soft-Soft	41	52	6940.135720000002	laag
Hard-Soft-Soft	41	53	6962.175800000003	laag
Hard-Soft-Soft	41	54	6984.437920000003	laag
Hard-Soft-Soft	41	55	7006.923640000004	laag
Hard-Soft-Soft	41	56	7029.634520000003	laag
Hard-Soft-Soft	41	57	7052.572120000003	laag
Hard-Soft-Soft	41	58	7075.738000000004	laag
Hard-Soft-Soft	41	59	7099.133720000008	laag
Hard-Soft-Soft	41	60	7122.760840000004	laag
Hard-Soft-Soft	41	61	7146.620920000004	laag
Hard-Soft-Soft	41	62	7170.715520000004	laag
Hard-Soft-Soft	41	63	7195.046200000004	laag
Hard-Soft-Soft	41	64	7219.614520000005	laag
Hard-Soft-Soft	41	65	7244.422040000004	laag
Hard-Soft-Soft	41	66	7269.470320000003	gemiddeld
Hard-Soft-Soft	41	67	7294.760920000004	gemiddeld
Hard-Soft-Soft	41	68	7320.940080000006	gemiddeld
Hard-Soft-Soft	41	69	7347.482720000004	hoog
Hard-Soft-Soft	41	70	7374.390400000004	hoog
Hard-Soft-Soft	41	71	7401.664680000004	zeer hoog
Hard-Soft-Soft	41	72	7429.307120000004	Klapband!
Hard-Soft-Soft	42	43	6757.55072	hoog
Hard-Soft-Soft	42	44	6776.66332	hoog
Hard-Soft-Soft	42	45	6796.0968	gemiddeld
Hard-Soft-Soft	42	46	6815.85428	gemiddeld
Hard-Soft-Soft	42	47	6836.479439999997	laag
Hard-Soft-Soft	42	48	6857.3178	laag
Hard-Soft-Soft	42	49	6878.370919999999	laag
Hard-Soft-Soft	42	50	6899.640360000006	laag
Hard-Soft-Soft	42	51	6921.12768	laag
Hard-Soft-Soft	42	52	6942.83444	laag
Hard-Soft-Soft	42	53	6964.7622	laag
Hard-Soft-Soft	42	54	6986.91252	laag
Hard-Soft-Soft	42	55	7009.28696	laag
Hard-Soft-Soft	42	56	7031.8870799999995	laag
Hard-Soft-Soft	42	57	7054.71444	laag
Hard-Soft-Soft	42	58	7077.7706	laag
Hard-Soft-Soft	42	59	7101.057120000004	laag
Hard-Soft-Soft	42	60	7124.575559999999	laag
Hard-Soft-Soft	42	61	7148.32748	laag
Hard-Soft-Soft	42	62	7172.31444	laag
Hard-Soft-Soft	42	63	7196.5380000000005	laag
Hard-Soft-Soft	42	64	7220.999720000001	laag
Hard-Soft-Soft	42	65	7245.70116	laag
Hard-Soft-Soft	42	66	7270.643879999999	laag
Hard-Soft-Soft	42	67	7295.8294399999995	gemiddeld
Hard-Soft-Soft	42	68	7321.259400000001	gemiddeld
Hard-Soft-Soft	42	69	7347.582839999999	gemiddeld
Hard-Soft-Soft	42	70	7374.272359999999	hoog
Hard-Soft-Soft	42	71	7401.329519999999	hoog
Hard-Soft-Soft	42	72	7428.75588	zeer hoog
Hard-Soft-Soft	43	44	6780.4659599999995	hoog
Hard-Soft-Soft	43	45	6799.78192	gemiddeld
Hard-Soft-Soft	43	46	6819.4223999999995	gemiddeld
Hard-Soft-Soft	43	47	6839.9310799999985	laag
Hard-Soft-Soft	43	48	6860.65348	laag
Hard-Soft-Soft	43	49	6881.59116	laag
Hard-Soft-Soft	43	50	6902.745680000006	laag
Hard-Soft-Soft	43	51	6924.1186	laag
Hard-Soft-Soft	43	52	6945.71148	laag
Hard-Soft-Soft	43	53	6967.52588	laag
Hard-Soft-Soft	43	54	6989.56336	laag
Hard-Soft-Soft	43	55	7011.82548	laag
Hard-Soft-Soft	43	56	7034.3138	laag
Hard-Soft-Soft	43	57	7057.02988	laag
Hard-Soft-Soft	43	58	7079.975280000001	laag
Hard-Soft-Soft	43	59	7103.151560000005	laag
Hard-Soft-Soft	43	60	7126.560280000001	laag
Hard-Soft-Soft	43	61	7150.203000000001	laag
Hard-Soft-Soft	43	62	7174.081280000001	laag
Hard-Soft-Soft	43	63	7198.196680000001	laag
Hard-Soft-Soft	43	64	7222.550760000001	laag
Hard-Soft-Soft	43	65	7247.14508	laag
Hard-Soft-Soft	43	66	7271.981199999999	laag
Hard-Soft-Soft	43	67	7297.0606800000005	laag
Hard-Soft-Soft	43	68	7322.385080000002	gemiddeld
Hard-Soft-Soft	43	69	7347.95596	gemiddeld
Hard-Soft-Soft	43	70	7374.4252400000005	gemiddeld
Hard-Soft-Soft	43	71	7401.2632	hoog
Hard-Soft-Soft	43	72	7428.4714	hoog
Hard-Soft-Soft	44	45	6803.6542	gemiddeld
Hard-Soft-Soft	44	46	6823.17664	gemiddeld
Hard-Soft-Soft	44	47	6843.567799999999	laag
Hard-Soft-Soft	44	48	6864.1732	laag
Hard-Soft-Soft	44	49	6884.9944	laag
Hard-Soft-Soft	44	50	6906.032960000006	laag
Hard-Soft-Soft	44	51	6927.290439999999	laag
Hard-Soft-Soft	44	52	6948.768399999999	laag
Hard-Soft-Soft	44	53	6970.4684	laag
Hard-Soft-Soft	44	54	6992.392	laag
Hard-Soft-Soft	44	55	7014.54076	laag
Hard-Soft-Soft	44	56	7036.91624	laag
Hard-Soft-Soft	44	57	7059.5199999999995	laag
Hard-Soft-Soft	44	58	7082.3535999999995	laag
Hard-Soft-Soft	44	59	7105.418600000004	laag
Hard-Soft-Soft	44	60	7128.716559999999	laag
Hard-Soft-Soft	44	61	7152.249039999999	laag
Hard-Soft-Soft	44	62	7176.017599999999	laag
Hard-Soft-Soft	44	63	7200.023799999999	laag
Hard-Soft-Soft	44	64	7224.2692	laag
Hard-Soft-Soft	44	65	7248.755359999999	laag
Hard-Soft-Soft	44	66	7273.483839999998	laag
Hard-Soft-Soft	44	67	7298.4562	laag
Hard-Soft-Soft	44	68	7323.674000000001	laag
Hard-Soft-Soft	44	69	7349.138799999999	gemiddeld
Hard-Soft-Soft	44	70	7374.8521599999995	gemiddeld
Hard-Soft-Soft	44	71	7401.46884	gemiddeld
Hard-Soft-Soft	44	72	7428.4568	hoog
Hard-Soft-Soft	45	46	6827.11856	gemiddeld
Hard-Soft-Soft	45	47	6847.391159999999	gemiddeld
Hard-Soft-Soft	45	48	6867.87852	gemiddeld
Hard-Soft-Soft	45	49	6888.582200000001	gemiddeld
Hard-Soft-Soft	45	50	6909.503760000006	gemiddeld
Hard-Soft-Soft	45	51	6930.644759999999	gemiddeld
Hard-Soft-Soft	45	52	6952.006759999999	gemiddeld
Hard-Soft-Soft	45	53	6973.5913199999995	gemiddeld
Hard-Soft-Soft	45	54	6995.4	gemiddeld
Hard-Soft-Soft	45	55	7017.43436	gemiddeld
Hard-Soft-Soft	45	56	7039.69596	gemiddeld
Hard-Soft-Soft	45	57	7062.18636	gemiddeld
Hard-Soft-Soft	45	58	7084.90712	gemiddeld
Hard-Soft-Soft	45	59	7107.859800000004	gemiddeld
Hard-Soft-Soft	45	60	7131.0459599999995	gemiddeld
Hard-Soft-Soft	45	61	7154.46716	gemiddeld
Hard-Soft-Soft	45	62	7178.12496	gemiddeld
Hard-Soft-Soft	45	63	7202.02092	gemiddeld
Hard-Soft-Soft	45	64	7226.1566	gemiddeld
Hard-Soft-Soft	45	65	7250.53356	gemiddeld
Hard-Soft-Soft	45	66	7275.153359999999	gemiddeld
Hard-Soft-Soft	45	67	7300.01756	gemiddeld
Hard-Soft-Soft	45	68	7325.127720000001	gemiddeld
Hard-Soft-Soft	45	69	7350.4854	gemiddeld
Hard-Soft-Soft	45	70	7376.09216	gemiddeld
Hard-Soft-Soft	45	71	7401.94956	gemiddeld
Hard-Soft-Soft	45	72	7428.7152	gemiddeld
Hard-Soft-Soft	46	47	6851.402719999998	gemiddeld
Hard-Soft-Soft	46	48	6871.771000000001	gemiddeld
Hard-Soft-Soft	46	49	6892.35612	gemiddeld
Hard-Soft-Soft	46	50	6913.159640000006	gemiddeld
Hard-Soft-Soft	46	51	6934.18312	gemiddeld
Hard-Soft-Soft	46	52	6955.42812	gemiddeld
Hard-Soft-Soft	46	53	6976.8962	gemiddeld
Hard-Soft-Soft	46	54	6998.58892	gemiddeld
Hard-Soft-Soft	46	55	7020.50784	gemiddeld
Hard-Soft-Soft	46	56	7042.65452	gemiddeld
Hard-Soft-Soft	46	57	7065.03052	gemiddeld
Hard-Soft-Soft	46	58	7087.6374000000005	gemiddeld
Hard-Soft-Soft	46	59	7110.476720000004	gemiddeld
Hard-Soft-Soft	46	60	7133.55004	gemiddeld
Hard-Soft-Soft	46	61	7156.858920000001	gemiddeld
Hard-Soft-Soft	46	62	7180.404920000001	gemiddeld
Hard-Soft-Soft	46	63	7204.189600000001	gemiddeld
Hard-Soft-Soft	46	64	7228.21452	gemiddeld
Hard-Soft-Soft	46	65	7252.48124	gemiddeld
Hard-Soft-Soft	46	66	7276.99132	gemiddeld
Hard-Soft-Soft	46	67	7301.74632	gemiddeld
Hard-Soft-Soft	46	68	7326.747800000001	gemiddeld
Hard-Soft-Soft	46	69	7351.9973199999995	gemiddeld
Hard-Soft-Soft	46	70	7377.49644	gemiddeld
Hard-Soft-Soft	46	71	7403.24672	gemiddeld
Hard-Soft-Soft	46	72	7429.24972	gemiddeld
Hard-Soft-Soft	47	48	6875.852199999999	gemiddeld
Hard-Soft-Soft	47	49	6896.317719999999	gemiddeld
Hard-Soft-Soft	47	50	6917.0021600000055	gemiddeld
Hard-Soft-Soft	47	51	6937.907079999999	gemiddeld
Hard-Soft-Soft	47	52	6959.034039999999	gemiddeld
Hard-Soft-Soft	47	53	6980.384599999999	gemiddeld
Hard-Soft-Soft	47	54	7001.960319999999	gemiddeld
Hard-Soft-Soft	47	55	7023.76276	gemiddeld
Hard-Soft-Soft	47	56	7045.793479999999	gemiddeld
Hard-Soft-Soft	47	57	7068.054039999999	gemiddeld
Hard-Soft-Soft	47	58	7090.545999999999	gemiddeld
Hard-Soft-Soft	47	59	7113.270920000004	gemiddeld
Hard-Soft-Soft	47	60	7136.230359999999	gemiddeld
Hard-Soft-Soft	47	61	7159.425879999999	gemiddeld
Hard-Soft-Soft	47	62	7182.859039999999	gemiddeld
Hard-Soft-Soft	47	63	7206.531399999999	gemiddeld
Hard-Soft-Soft	47	64	7230.444519999999	gemiddeld
Hard-Soft-Soft	47	65	7254.599959999999	gemiddeld
Hard-Soft-Soft	47	66	7278.999279999997	gemiddeld
Hard-Soft-Soft	47	67	7303.644039999998	gemiddeld
Hard-Soft-Soft	47	68	7328.5358	gemiddeld
Hard-Soft-Soft	47	69	7353.676119999997	gemiddeld
Hard-Soft-Soft	47	70	7379.0665599999975	gemiddeld
Hard-Soft-Soft	47	71	7404.708679999998	gemiddeld
Hard-Soft-Soft	47	72	7430.604039999998	gemiddeld
Hard-Soft-Soft	48	49	6900.468559999999	gemiddeld
