Softrondetijd:	Mediumrondetijd:	Hardrondetijd	pitstoptijd	maxpitstops	totale ronden
75.2	75.6	75.7	23.0	3	72
volgorde bandentypes 	 1e pitstopronde 	 2e pitstopronde 	 3e pitstopronde 	 totale race tijd (hoe kleiner hoe beter) 	 risicofactor
Hard-Medium-Medium-Medium	16	32	52	5773.26	laag
Hard-Medium-Medium-Medium	16	32	53	5773.27	laag
Hard-Medium-Medium-Medium	16	32	54	5773.48	laag
Hard-Medium-Medium-Medium	16	32	55	5773.9	laag
Hard-Medium-Medium-Medium	16	32	56	5774.54	laag
Hard-Medium-Medium-Medium	16	33	49	5774.42	laag
Hard-Medium-Medium-Medium	16	33	50	5773.71	laag
Hard-Medium-Medium-Medium	16	33	51	5773.2	laag
Hard-Medium-Medium-Medium	16	33	52	5772.9	laag
Hard-Medium-Medium-Medium	16	33	53	5772.8	laag
Hard-Medium-Medium-Medium	16	33	54	5772.92	laag
Hard-Medium-Medium-Medium	16	33	55	5773.24	laag
Hard-Medium-Medium-Medium	16	33	56	5773.78	laag
Hard-Medium-Medium-Medium	16	33	57	5774.53	laag
Hard-Medium-Medium-Medium	16	34	49	5774.55	laag
Hard-Medium-Medium-Medium	16	34	50	5773.73	laag
Hard-Medium-Medium-Medium	16	34	51	5773.12	laag
Hard-Medium-Medium-Medium	16	34	52	5772.72	laag
Hard-Medium-Medium-Medium	16	34	53	5772.52	laag
Hard-Medium-Medium-Medium	16	34	54	5772.54	laag
Hard-Medium-Medium-Medium	16	34	55	5772.77	laag
Hard-Medium-Medium-Medium	16	34	56	5773.2	laag
Hard-Medium-Medium-Medium	16	34	57	5773.86	laag
Hard-Medium-Medium-Medium	16	34	58	5774.73	laag
Hard-Medium-Medium-Medium	16	35	49	5774.87	laag
Hard-Medium-Medium-Medium	16	35	50	5773.95	laag
Hard-Medium-Medium-Medium	16	35	51	5773.24	laag
Hard-Medium-Medium-Medium	16	35	52	5772.73	laag
Hard-Medium-Medium-Medium	16	35	53	5772.44	laag
Hard-Medium-Medium-Medium	16	35	54	5772.35	laag
Hard-Medium-Medium-Medium	16	35	55	5772.48	laag
Hard-Medium-Medium-Medium	16	35	56	5772.82	laag
Hard-Medium-Medium-Medium	16	35	57	5773.37	laag
Hard-Medium-Medium-Medium	16	35	58	5774.15	laag
Hard-Medium-Medium-Medium	16	36	50	5774.37	laag
Hard-Medium-Medium-Medium	16	36	51	5773.55	laag
Hard-Medium-Medium-Medium	16	36	52	5772.94	laag
Hard-Medium-Medium-Medium	16	36	53	5772.55	laag
Hard-Medium-Medium-Medium	16	36	54	5772.36	laag
Hard-Medium-Medium-Medium	16	36	55	5772.38	laag
Hard-Medium-Medium-Medium	16	36	56	5772.62	laag
Hard-Medium-Medium-Medium	16	36	57	5773.08	laag
Hard-Medium-Medium-Medium	16	36	58	5773.75	laag
Hard-Medium-Medium-Medium	16	36	59	5774.64	laag
Hard-Medium-Medium-Medium	16	37	50	5774.98	laag
Hard-Medium-Medium-Medium	16	37	51	5774.06	laag
Hard-Medium-Medium-Medium	16	37	52	5773.35	laag
Hard-Medium-Medium-Medium	16	37	53	5772.85	laag
Hard-Medium-Medium-Medium	16	37	54	5772.56	laag
Hard-Medium-Medium-Medium	16	37	55	5772.48	laag
Hard-Medium-Medium-Medium	16	37	56	5772.62	laag
Hard-Medium-Medium-Medium	16	37	57	5772.97	laag
Hard-Medium-Medium-Medium	16	37	58	5773.55	laag
Hard-Medium-Medium-Medium	16	37	59	5774.34	laag
Hard-Medium-Medium-Medium	16	38	51	5774.77	laag
Hard-Medium-Medium-Medium	16	38	52	5773.95	laag
Hard-Medium-Medium-Medium	16	38	53	5773.35	laag
Hard-Medium-Medium-Medium	16	38	54	5772.95	laag
Hard-Medium-Medium-Medium	16	38	55	5772.77	laag
Hard-Medium-Medium-Medium	16	38	56	5772.81	laag
Hard-Medium-Medium-Medium	16	38	57	5773.06	laag
Hard-Medium-Medium-Medium	16	38	58	5773.53	laag
Hard-Medium-Medium-Medium	16	38	59	5774.22	laag
Hard-Medium-Medium-Medium	16	39	52	5774.75	laag
Hard-Medium-Medium-Medium	16	39	53	5774.04	laag
Hard-Medium-Medium-Medium	16	39	54	5773.54	laag
Hard-Medium-Medium-Medium	16	39	55	5773.26	laag
Hard-Medium-Medium-Medium	16	39	56	5773.19	laag
Hard-Medium-Medium-Medium	16	39	57	5773.34	laag
Hard-Medium-Medium-Medium	16	39	58	5773.71	laag
Hard-Medium-Medium-Medium	16	39	59	5774.3	laag
Hard-Medium-Medium-Medium	16	40	53	5774.94	laag
Hard-Medium-Medium-Medium	16	40	54	5774.33	laag
Hard-Medium-Medium-Medium	16	40	55	5773.94	laag
Hard-Medium-Medium-Medium	16	40	56	5773.77	laag
Hard-Medium-Medium-Medium	16	40	57	5773.82	laag
Hard-Medium-Medium-Medium	16	40	58	5774.08	laag
Hard-Medium-Medium-Medium	16	40	59	5774.57	laag
Hard-Medium-Medium-Medium	16	41	55	5774.83	laag
Hard-Medium-Medium-Medium	16	41	56	5774.55	laag
Hard-Medium-Medium-Medium	16	41	57	5774.49	laag
Hard-Medium-Medium-Medium	16	41	58	5774.65	laag
Hard-Medium-Medium-Medium	17	30	51	5774.89	laag
Hard-Medium-Medium-Medium	17	30	52	5774.88	laag
Hard-Medium-Medium-Medium	17	31	49	5774.97	laag
Hard-Medium-Medium-Medium	17	31	50	5774.46	laag
Hard-Medium-Medium-Medium	17	31	51	5774.14	laag
Hard-Medium-Medium-Medium	17	31	52	5774.04	laag
Hard-Medium-Medium-Medium	17	31	53	5774.14	laag
Hard-Medium-Medium-Medium	17	31	54	5774.45	laag
Hard-Medium-Medium-Medium	17	31	55	5774.97	laag
Hard-Medium-Medium-Medium	17	32	49	5774.62	laag
Hard-Medium-Medium-Medium	17	32	50	5774.0	laag
Hard-Medium-Medium-Medium	17	32	51	5773.59	laag
Hard-Medium-Medium-Medium	17	32	52	5773.39	laag
Hard-Medium-Medium-Medium	17	32	53	5773.39	laag
Hard-Medium-Medium-Medium	17	32	54	5773.61	laag
Hard-Medium-Medium-Medium	17	32	55	5774.03	laag
Hard-Medium-Medium-Medium	17	32	56	5774.66	laag
Hard-Medium-Medium-Medium	17	33	49	5774.45	laag
Hard-Medium-Medium-Medium	17	33	50	5773.74	laag
Hard-Medium-Medium-Medium	17	33	51	5773.23	laag
Hard-Medium-Medium-Medium	17	33	52	5772.93	laag
Hard-Medium-Medium-Medium	17	33	53	5772.83	laag
Hard-Medium-Medium-Medium	17	33	54	5772.95	laag
Hard-Medium-Medium-Medium	17	33	55	5773.27	laag
Hard-Medium-Medium-Medium	17	33	56	5773.81	laag
Hard-Medium-Medium-Medium	17	33	57	5774.56	laag
Hard-Medium-Medium-Medium	17	34	49	5774.49	laag
Hard-Medium-Medium-Medium	17	34	50	5773.67	laag
Hard-Medium-Medium-Medium	17	34	51	5773.06	laag
Hard-Medium-Medium-Medium	17	34	52	5772.66	laag
Hard-Medium-Medium-Medium	17	34	53	5772.46	laag
Hard-Medium-Medium-Medium	17	34	54	5772.48	laag
Hard-Medium-Medium-Medium	17	34	55	5772.7	laag
Hard-Medium-Medium-Medium	17	34	56	5773.14	laag
Hard-Medium-Medium-Medium	17	34	57	5773.8	laag
Hard-Medium-Medium-Medium	17	34	58	5774.67	laag
Hard-Medium-Medium-Medium	17	35	49	5774.72	laag
Hard-Medium-Medium-Medium	17	35	50	5773.8	laag
Hard-Medium-Medium-Medium	17	35	51	5773.09	laag
Hard-Medium-Medium-Medium	17	35	52	5772.58	laag
Hard-Medium-Medium-Medium	17	35	53	5772.29	laag
Hard-Medium-Medium-Medium	17	35	54	5772.2	laag
Hard-Medium-Medium-Medium	17	35	55	5772.33	laag
Hard-Medium-Medium-Medium	17	35	56	5772.67	laag
Hard-Medium-Medium-Medium	17	35	57	5773.22	laag
Hard-Medium-Medium-Medium	17	35	58	5773.99	laag
Hard-Medium-Medium-Medium	17	35	59	5774.98	laag
Hard-Medium-Medium-Medium	17	36	50	5774.12	laag
Hard-Medium-Medium-Medium	17	36	51	5773.31	laag
Hard-Medium-Medium-Medium	17	36	52	5772.7	laag
Hard-Medium-Medium-Medium	17	36	53	5772.3	laag
Hard-Medium-Medium-Medium	17	36	54	5772.12	laag
Hard-Medium-Medium-Medium	17	36	55	5772.14	laag
Hard-Medium-Medium-Medium	17	36	56	5772.38	laag
Hard-Medium-Medium-Medium	17	36	57	5772.84	laag
Hard-Medium-Medium-Medium	17	36	58	5773.51	laag
Hard-Medium-Medium-Medium	17	36	59	5774.4	laag
Hard-Medium-Medium-Medium	17	37	50	5774.64	laag
Hard-Medium-Medium-Medium	17	37	51	5773.72	laag
Hard-Medium-Medium-Medium	17	37	52	5773.01	laag
Hard-Medium-Medium-Medium	17	37	53	5772.51	laag
Hard-Medium-Medium-Medium	17	37	54	5772.22	laag
Hard-Medium-Medium-Medium	17	37	55	5772.15	laag
Hard-Medium-Medium-Medium	17	37	56	5772.29	laag
Hard-Medium-Medium-Medium	17	37	57	5772.64	laag
Hard-Medium-Medium-Medium	17	37	58	5773.21	laag
Hard-Medium-Medium-Medium	17	37	59	5774.0	laag
Hard-Medium-Medium-Medium	17	38	51	5774.34	laag
Hard-Medium-Medium-Medium	17	38	52	5773.53	laag
Hard-Medium-Medium-Medium	17	38	53	5772.92	laag
Hard-Medium-Medium-Medium	17	38	54	5772.53	laag
Hard-Medium-Medium-Medium	17	38	55	5772.35	laag
Hard-Medium-Medium-Medium	17	38	56	5772.38	laag
Hard-Medium-Medium-Medium	17	38	57	5772.64	laag
Hard-Medium-Medium-Medium	17	38	58	5773.11	laag
Hard-Medium-Medium-Medium	17	38	59	5773.79	laag
Hard-Medium-Medium-Medium	17	38	60	5774.71	laag
Hard-Medium-Medium-Medium	17	39	52	5774.24	laag
Hard-Medium-Medium-Medium	17	39	53	5773.53	laag
Hard-Medium-Medium-Medium	17	39	54	5773.03	laag
Hard-Medium-Medium-Medium	17	39	55	5772.75	laag
Hard-Medium-Medium-Medium	17	39	56	5772.68	laag
Hard-Medium-Medium-Medium	17	39	57	5772.83	laag
Hard-Medium-Medium-Medium	17	39	58	5773.19	laag
Hard-Medium-Medium-Medium	17	39	59	5773.78	laag
Hard-Medium-Medium-Medium	17	39	60	5774.59	laag
Hard-Medium-Medium-Medium	17	40	53	5774.33	laag
Hard-Medium-Medium-Medium	17	40	54	5773.73	laag
Hard-Medium-Medium-Medium	17	40	55	5773.34	laag
Hard-Medium-Medium-Medium	17	40	56	5773.17	laag
Hard-Medium-Medium-Medium	17	40	57	5773.21	laag
Hard-Medium-Medium-Medium	17	40	58	5773.48	laag
Hard-Medium-Medium-Medium	17	40	59	5773.96	laag
Hard-Medium-Medium-Medium	17	40	60	5774.67	laag
Hard-Medium-Medium-Medium	17	41	54	5774.63	laag
Hard-Medium-Medium-Medium	17	41	55	5774.13	laag
Hard-Medium-Medium-Medium	17	41	56	5773.86	laag
Hard-Medium-Medium-Medium	17	41	57	5773.8	laag
Hard-Medium-Medium-Medium	17	41	58	5773.95	laag
Hard-Medium-Medium-Medium	17	41	59	5774.34	laag
Hard-Medium-Medium-Medium	17	41	60	5774.94	laag
Hard-Medium-Medium-Medium	17	42	56	5774.74	laag
Hard-Medium-Medium-Medium	17	42	57	5774.58	laag
Hard-Medium-Medium-Medium	17	42	58	5774.63	laag
Hard-Medium-Medium-Medium	17	42	59	5774.91	laag
Hard-Medium-Medium-Medium	18	31	50	5774.85	laag
Hard-Medium-Medium-Medium	18	31	51	5774.54	laag
Hard-Medium-Medium-Medium	18	31	52	5774.44	laag
Hard-Medium-Medium-Medium	18	31	53	5774.54	laag
Hard-Medium-Medium-Medium	18	31	54	5774.85	laag
Hard-Medium-Medium-Medium	18	32	49	5774.92	laag
Hard-Medium-Medium-Medium	18	32	50	5774.31	laag
Hard-Medium-Medium-Medium	18	32	51	5773.9	laag
Hard-Medium-Medium-Medium	18	32	52	5773.69	laag
Hard-Medium-Medium-Medium	18	32	53	5773.7	laag
Hard-Medium-Medium-Medium	18	32	54	5773.91	laag
Hard-Medium-Medium-Medium	18	32	55	5774.33	laag
Hard-Medium-Medium-Medium	18	32	56	5774.97	laag
Hard-Medium-Medium-Medium	18	33	49	5774.66	laag
Hard-Medium-Medium-Medium	18	33	50	5773.95	laag
Hard-Medium-Medium-Medium	18	33	51	5773.44	laag
Hard-Medium-Medium-Medium	18	33	52	5773.14	laag
Hard-Medium-Medium-Medium	18	33	53	5773.04	laag
Hard-Medium-Medium-Medium	18	33	54	5773.16	laag
Hard-Medium-Medium-Medium	18	33	55	5773.48	laag
Hard-Medium-Medium-Medium	18	33	56	5774.02	laag
Hard-Medium-Medium-Medium	18	33	57	5774.77	laag
Hard-Medium-Medium-Medium	18	34	49	5774.6	laag
Hard-Medium-Medium-Medium	18	34	50	5773.79	laag
Hard-Medium-Medium-Medium	18	34	51	5773.18	laag
Hard-Medium-Medium-Medium	18	34	52	5772.78	laag
Hard-Medium-Medium-Medium	18	34	53	5772.58	laag
Hard-Medium-Medium-Medium	18	34	54	5772.6	laag
Hard-Medium-Medium-Medium	18	34	55	5772.82	laag
Hard-Medium-Medium-Medium	18	34	56	5773.26	laag
Hard-Medium-Medium-Medium	18	34	57	5773.92	laag
Hard-Medium-Medium-Medium	18	34	58	5774.79	laag
Hard-Medium-Medium-Medium	18	35	49	5774.74	laag
Hard-Medium-Medium-Medium	18	35	50	5773.82	laag
Hard-Medium-Medium-Medium	18	35	51	5773.11	laag
Hard-Medium-Medium-Medium	18	35	52	5772.61	laag
Hard-Medium-Medium-Medium	18	35	53	5772.31	laag
Hard-Medium-Medium-Medium	18	35	54	5772.22	laag
Hard-Medium-Medium-Medium	18	35	55	5772.35	laag
Hard-Medium-Medium-Medium	18	35	56	5772.69	laag
Hard-Medium-Medium-Medium	18	35	57	5773.25	laag
Hard-Medium-Medium-Medium	18	35	58	5774.02	laag
Hard-Medium-Medium-Medium	18	36	50	5774.05	laag
Hard-Medium-Medium-Medium	18	36	51	5773.24	laag
Hard-Medium-Medium-Medium	18	36	52	5772.63	laag
Hard-Medium-Medium-Medium	18	36	53	5772.23	laag
Hard-Medium-Medium-Medium	18	36	54	5772.05	laag
Hard-Medium-Medium-Medium	18	36	55	5772.07	laag
Hard-Medium-Medium-Medium	18	36	56	5772.31	laag
Hard-Medium-Medium-Medium	18	36	57	5772.77	laag
Hard-Medium-Medium-Medium	18	36	58	5773.44	laag
Hard-Medium-Medium-Medium	18	36	59	5774.33	laag
Hard-Medium-Medium-Medium	18	37	50	5774.48	laag
Hard-Medium-Medium-Medium	18	37	51	5773.56	laag
Hard-Medium-Medium-Medium	18	37	52	5772.85	laag
Hard-Medium-Medium-Medium	18	37	53	5772.35	laag
Hard-Medium-Medium-Medium	18	37	54	5772.06	laag
Hard-Medium-Medium-Medium	18	37	55	5771.99	laag
Hard-Medium-Medium-Medium	18	37	56	5772.12	laag
Hard-Medium-Medium-Medium	18	37	57	5772.48	laag
Hard-Medium-Medium-Medium	18	37	58	5773.05	laag
Hard-Medium-Medium-Medium	18	37	59	5773.84	laag
Hard-Medium-Medium-Medium	18	37	60	5774.85	laag
Hard-Medium-Medium-Medium	18	38	51	5774.09	laag
Hard-Medium-Medium-Medium	18	38	52	5773.27	laag
Hard-Medium-Medium-Medium	18	38	53	5772.67	laag
Hard-Medium-Medium-Medium	18	38	54	5772.27	laag
Hard-Medium-Medium-Medium	18	38	55	5772.1	laag
Hard-Medium-Medium-Medium	18	38	56	5772.13	laag
Hard-Medium-Medium-Medium	18	38	57	5772.38	laag
Hard-Medium-Medium-Medium	18	38	58	5772.85	laag
Hard-Medium-Medium-Medium	18	38	59	5773.54	laag
Hard-Medium-Medium-Medium	18	38	60	5774.45	laag
Hard-Medium-Medium-Medium	18	39	51	5774.81	laag
Hard-Medium-Medium-Medium	18	39	52	5773.89	laag
Hard-Medium-Medium-Medium	18	39	53	5773.18	laag
Hard-Medium-Medium-Medium	18	39	54	5772.69	laag
Hard-Medium-Medium-Medium	18	39	55	5772.4	laag
Hard-Medium-Medium-Medium	18	39	56	5772.33	laag
Hard-Medium-Medium-Medium	18	39	57	5772.48	laag
Hard-Medium-Medium-Medium	18	39	58	5772.85	laag
Hard-Medium-Medium-Medium	18	39	59	5773.44	laag
Hard-Medium-Medium-Medium	18	39	60	5774.25	laag
Hard-Medium-Medium-Medium	18	40	52	5774.71	laag
Hard-Medium-Medium-Medium	18	40	53	5773.9	laag
Hard-Medium-Medium-Medium	18	40	54	5773.29	laag
Hard-Medium-Medium-Medium	18	40	55	5772.91	laag
Hard-Medium-Medium-Medium	18	40	56	5772.73	laag
Hard-Medium-Medium-Medium	18	40	57	5772.78	laag
Hard-Medium-Medium-Medium	18	40	58	5773.04	laag
Hard-Medium-Medium-Medium	18	40	59	5773.53	laag
Hard-Medium-Medium-Medium	18	40	60	5774.23	laag
Hard-Medium-Medium-Medium	18	41	53	5774.81	laag
Hard-Medium-Medium-Medium	18	41	54	5774.1	laag
Hard-Medium-Medium-Medium	18	41	55	5773.61	laag
Hard-Medium-Medium-Medium	18	41	56	5773.33	laag
Hard-Medium-Medium-Medium	18	41	57	5773.27	laag
Hard-Medium-Medium-Medium	18	41	58	5773.43	laag
Hard-Medium-Medium-Medium	18	41	59	5773.81	laag
Hard-Medium-Medium-Medium	18	41	60	5774.41	laag
Hard-Medium-Medium-Medium	18	42	55	5774.51	laag
Hard-Medium-Medium-Medium	18	42	56	5774.13	laag
Hard-Medium-Medium-Medium	18	42	57	5773.96	laag
Hard-Medium-Medium-Medium	18	42	58	5774.02	laag
Hard-Medium-Medium-Medium	18	42	59	5774.29	laag
Hard-Medium-Medium-Medium	18	42	60	5774.79	laag
Hard-Medium-Medium-Medium	18	43	57	5774.86	laag
Hard-Medium-Medium-Medium	18	43	58	5774.8	laag
Hard-Medium-Medium-Medium	18	43	59	5774.97	laag
Hard-Medium-Medium-Medium	19	32	50	5774.79	laag
Hard-Medium-Medium-Medium	19	32	51	5774.38	laag
Hard-Medium-Medium-Medium	19	32	52	5774.18	laag
Hard-Medium-Medium-Medium	19	32	53	5774.18	laag
Hard-Medium-Medium-Medium	19	32	54	5774.39	laag
Hard-Medium-Medium-Medium	19	32	55	5774.82	laag
Hard-Medium-Medium-Medium	19	33	50	5774.34	laag
Hard-Medium-Medium-Medium	19	33	51	5773.83	laag
Hard-Medium-Medium-Medium	19	33	52	5773.53	laag
Hard-Medium-Medium-Medium	19	33	53	5773.43	laag
Hard-Medium-Medium-Medium	19	33	54	5773.55	laag
Hard-Medium-Medium-Medium	19	33	55	5773.87	laag
Hard-Medium-Medium-Medium	19	33	56	5774.41	laag
Hard-Medium-Medium-Medium	19	34	49	5774.9	laag
Hard-Medium-Medium-Medium	19	34	50	5774.08	laag
Hard-Medium-Medium-Medium	19	34	51	5773.47	laag
Hard-Medium-Medium-Medium	19	34	52	5773.07	laag
Hard-Medium-Medium-Medium	19	34	53	5772.87	laag
Hard-Medium-Medium-Medium	19	34	54	5772.89	laag
Hard-Medium-Medium-Medium	19	34	55	5773.12	laag
Hard-Medium-Medium-Medium	19	34	56	5773.56	laag
Hard-Medium-Medium-Medium	19	34	57	5774.21	laag
Hard-Medium-Medium-Medium	19	35	49	5774.94	laag
Hard-Medium-Medium-Medium	19	35	50	5774.02	laag
Hard-Medium-Medium-Medium	19	35	51	5773.31	laag
Hard-Medium-Medium-Medium	19	35	52	5772.81	laag
Hard-Medium-Medium-Medium	19	35	53	5772.51	laag
Hard-Medium-Medium-Medium	19	35	54	5772.43	laag
Hard-Medium-Medium-Medium	19	35	55	5772.55	laag
Hard-Medium-Medium-Medium	19	35	56	5772.89	laag
Hard-Medium-Medium-Medium	19	35	57	5773.45	laag
Hard-Medium-Medium-Medium	19	35	58	5774.22	laag
Hard-Medium-Medium-Medium	19	36	50	5774.16	laag
Hard-Medium-Medium-Medium	19	36	51	5773.35	laag
Hard-Medium-Medium-Medium	19	36	52	5772.74	laag
Hard-Medium-Medium-Medium	19	36	53	5772.34	laag
Hard-Medium-Medium-Medium	19	36	54	5772.15	laag
Hard-Medium-Medium-Medium	19	36	55	5772.18	laag
Hard-Medium-Medium-Medium	19	36	56	5772.42	laag
Hard-Medium-Medium-Medium	19	36	57	5772.87	laag
Hard-Medium-Medium-Medium	19	36	58	5773.55	laag
Hard-Medium-Medium-Medium	19	36	59	5774.44	laag
Hard-Medium-Medium-Medium	19	37	50	5774.5	laag
Hard-Medium-Medium-Medium	19	37	51	5773.58	laag
Hard-Medium-Medium-Medium	19	37	52	5772.87	laag
Hard-Medium-Medium-Medium	19	37	53	5772.37	laag
Hard-Medium-Medium-Medium	19	37	54	5772.08	laag
Hard-Medium-Medium-Medium	19	37	55	5772.0	laag
Hard-Medium-Medium-Medium	19	37	56	5772.14	laag
Hard-Medium-Medium-Medium	19	37	57	5772.49	laag
Hard-Medium-Medium-Medium	19	37	58	5773.06	laag
Hard-Medium-Medium-Medium	19	37	59	5773.85	laag
Hard-Medium-Medium-Medium	19	37	60	5774.87	laag
Hard-Medium-Medium-Medium	19	38	51	5774.01	laag
Hard-Medium-Medium-Medium	19	38	52	5773.19	laag
Hard-Medium-Medium-Medium	19	38	53	5772.59	laag
Hard-Medium-Medium-Medium	19	38	54	5772.2	laag
Hard-Medium-Medium-Medium	19	38	55	5772.02	laag
Hard-Medium-Medium-Medium	19	38	56	5772.05	laag
Hard-Medium-Medium-Medium	19	38	57	5772.3	laag
Hard-Medium-Medium-Medium	19	38	58	5772.78	laag
Hard-Medium-Medium-Medium	19	38	59	5773.46	laag
Hard-Medium-Medium-Medium	19	38	60	5774.37	laag
Hard-Medium-Medium-Medium	19	39	51	5774.64	laag
Hard-Medium-Medium-Medium	19	39	52	5773.72	laag
Hard-Medium-Medium-Medium	19	39	53	5773.01	laag
Hard-Medium-Medium-Medium	19	39	54	5772.52	laag
Hard-Medium-Medium-Medium	19	39	55	5772.23	laag
Hard-Medium-Medium-Medium	19	39	56	5772.16	laag
Hard-Medium-Medium-Medium	19	39	57	5772.31	laag
Hard-Medium-Medium-Medium	19	39	58	5772.68	laag
Hard-Medium-Medium-Medium	19	39	59	5773.27	laag
Hard-Medium-Medium-Medium	19	39	60	5774.08	laag
Hard-Medium-Medium-Medium	19	40	52	5774.45	laag
Hard-Medium-Medium-Medium	19	40	53	5773.64	laag
Hard-Medium-Medium-Medium	19	40	54	5773.03	laag
Hard-Medium-Medium-Medium	19	40	55	5772.64	laag
Hard-Medium-Medium-Medium	19	40	56	5772.47	laag
Hard-Medium-Medium-Medium	19	40	57	5772.52	laag
Hard-Medium-Medium-Medium	19	40	58	5772.78	laag
Hard-Medium-Medium-Medium	19	40	59	5773.26	laag
Hard-Medium-Medium-Medium	19	40	60	5773.97	laag
Hard-Medium-Medium-Medium	19	40	61	5774.9	laag
Hard-Medium-Medium-Medium	19	41	53	5774.46	laag
Hard-Medium-Medium-Medium	19	41	54	5773.75	laag
Hard-Medium-Medium-Medium	19	41	55	5773.26	laag
Hard-Medium-Medium-Medium	19	41	56	5772.98	laag
Hard-Medium-Medium-Medium	19	41	57	5772.92	laag
Hard-Medium-Medium-Medium	19	41	58	5773.08	laag
Hard-Medium-Medium-Medium	19	41	59	5773.46	laag
Hard-Medium-Medium-Medium	19	41	60	5774.06	laag
Hard-Medium-Medium-Medium	19	41	61	5774.89	laag
Hard-Medium-Medium-Medium	19	42	54	5774.67	laag
Hard-Medium-Medium-Medium	19	42	55	5774.07	laag
Hard-Medium-Medium-Medium	19	42	56	5773.69	laag
Hard-Medium-Medium-Medium	19	42	57	5773.52	laag
Hard-Medium-Medium-Medium	19	42	58	5773.57	laag
Hard-Medium-Medium-Medium	19	42	59	5773.85	laag
Hard-Medium-Medium-Medium	19	42	60	5774.35	laag
Hard-Medium-Medium-Medium	19	43	56	5774.6	laag
Hard-Medium-Medium-Medium	19	43	57	5774.32	laag
Hard-Medium-Medium-Medium	19	43	58	5774.27	laag
Hard-Medium-Medium-Medium	19	43	59	5774.44	laag
Hard-Medium-Medium-Medium	19	43	60	5774.83	laag
Hard-Medium-Medium-Medium	20	32	52	5774.84	laag
Hard-Medium-Medium-Medium	20	32	53	5774.85	laag
Hard-Medium-Medium-Medium	20	33	50	5774.91	laag
Hard-Medium-Medium-Medium	20	33	51	5774.4	laag
Hard-Medium-Medium-Medium	20	33	52	5774.1	laag
Hard-Medium-Medium-Medium	20	33	53	5774.0	laag
Hard-Medium-Medium-Medium	20	33	54	5774.12	laag
Hard-Medium-Medium-Medium	20	33	55	5774.44	laag
Hard-Medium-Medium-Medium	20	33	56	5774.98	laag
Hard-Medium-Medium-Medium	20	34	50	5774.56	laag
Hard-Medium-Medium-Medium	20	34	51	5773.95	laag
Hard-Medium-Medium-Medium	20	34	52	5773.54	laag
Hard-Medium-Medium-Medium	20	34	53	5773.35	laag
Hard-Medium-Medium-Medium	20	34	54	5773.36	laag
Hard-Medium-Medium-Medium	20	34	55	5773.59	laag
Hard-Medium-Medium-Medium	20	34	56	5774.03	laag
Hard-Medium-Medium-Medium	20	34	57	5774.68	laag
Hard-Medium-Medium-Medium	20	35	50	5774.4	laag
Hard-Medium-Medium-Medium	20	35	51	5773.69	laag
Hard-Medium-Medium-Medium	20	35	52	5773.19	laag
Hard-Medium-Medium-Medium	20	35	53	5772.89	laag
Hard-Medium-Medium-Medium	20	35	54	5772.8	laag
Hard-Medium-Medium-Medium	20	35	55	5772.93	laag
Hard-Medium-Medium-Medium	20	35	56	5773.27	laag
Hard-Medium-Medium-Medium	20	35	57	5773.83	laag
Hard-Medium-Medium-Medium	20	35	58	5774.6	laag
Hard-Medium-Medium-Medium	20	36	50	5774.45	laag
Hard-Medium-Medium-Medium	20	36	51	5773.63	laag
Hard-Medium-Medium-Medium	20	36	52	5773.02	laag
Hard-Medium-Medium-Medium	20	36	53	5772.63	laag
Hard-Medium-Medium-Medium	20	36	54	5772.44	laag
Hard-Medium-Medium-Medium	20	36	55	5772.46	laag
Hard-Medium-Medium-Medium	20	36	56	5772.7	laag
Hard-Medium-Medium-Medium	20	36	57	5773.16	laag
Hard-Medium-Medium-Medium	20	36	58	5773.83	laag
Hard-Medium-Medium-Medium	20	36	59	5774.72	laag
Hard-Medium-Medium-Medium	20	37	50	5774.69	laag
Hard-Medium-Medium-Medium	20	37	51	5773.77	laag
Hard-Medium-Medium-Medium	20	37	52	5773.06	laag
Hard-Medium-Medium-Medium	20	37	53	5772.56	laag
Hard-Medium-Medium-Medium	20	37	54	5772.27	laag
Hard-Medium-Medium-Medium	20	37	55	5772.19	laag
Hard-Medium-Medium-Medium	20	37	56	5772.33	laag
Hard-Medium-Medium-Medium	20	37	57	5772.68	laag
Hard-Medium-Medium-Medium	20	37	58	5773.26	laag
Hard-Medium-Medium-Medium	20	37	59	5774.05	laag
Hard-Medium-Medium-Medium	20	38	51	5774.11	laag
Hard-Medium-Medium-Medium	20	38	52	5773.29	laag
Hard-Medium-Medium-Medium	20	38	53	5772.69	laag
Hard-Medium-Medium-Medium	20	38	54	5772.29	laag
Hard-Medium-Medium-Medium	20	38	55	5772.12	laag
Hard-Medium-Medium-Medium	20	38	56	5772.15	laag
Hard-Medium-Medium-Medium	20	38	57	5772.4	laag
Hard-Medium-Medium-Medium	20	38	58	5772.87	laag
Hard-Medium-Medium-Medium	20	38	59	5773.56	laag
Hard-Medium-Medium-Medium	20	38	60	5774.47	laag
Hard-Medium-Medium-Medium	20	39	51	5774.65	laag
Hard-Medium-Medium-Medium	20	39	52	5773.73	laag
Hard-Medium-Medium-Medium	20	39	53	5773.02	laag
Hard-Medium-Medium-Medium	20	39	54	5772.52	laag
Hard-Medium-Medium-Medium	20	39	55	5772.24	laag
